minute,x2ap,s1ap,rrc
0,6,4,14
1,3,2,7
2,6,4,14
3,6,4,14
4,0,0,0
5,3,2,7
6,0,0,0
7,0,0,0
8,6,4,14
9,3,2,7
10,3,2,7
11,12,8,28
12,3,2,7
13,3,2,7
14,3,2,7
