# proxy downlink barrier profile
# arm_clock_monotonic_ns=94746442790710
# arm_clock_realtime_ns=1785735632422851513
# dump_clock_monotonic_ns=94927792913827
# dump_clock_realtime_ns=1785735813772974680
# realtime_monotonic_drift_ns=-50
# rounds_recorded=1328 slot_indications_recorded=331932
# round_seq_range=4589..5916
# times are ns; seg_* are us; skip lines beginning with '#'
round_seq,sfn,slot,gnb_count,sfn_slot_mismatch,latest_gnb_id,seg1_kernel_to_wake_us,seg2a_lock_blocked_us,seg2b_drain_us,seg2c_fanout_us,seg3a_unpack_us,seg3b_lock_wait_us,seg4_lock_to_flag_us,seg5a_ue_phase_us,seg5b_gnb_phase_us,seg6_ack_us,total_wait_us,msgs_before_slotind,t0_kernel_real_ns,t0_kernel_mono_ns,t1_wake_ns,t2_dispatch_ns,t2b_prelock_ns,t3_locked_ns,t4_max_ns,lock_blocked_ns,fanout_held_ns,t5_round_start_ns,t6_ue_done_ns,t7_gnb_done_ns,t8_ack_sent_ns,really_finished_ue,really_finished_gnb
4940,247,0,250,0,13,34.347,62151.298,449.684,801.823,24.766,3171.607,123.120,0.000,15.019,34.995,66806.659,2,1785735680384946176,94794404885360,94794404919707,94794468322512,94794468347278,94794471518885,94794471642005,62151298,801823,94794279633928,94794291933587,94794471657024,94794471692019,0,1
4941,247,1,250,0,41,-34.953,171927.691,577.934,1161.758,22.472,4767.438,110.397,0.000,5.100,48.812,178586.649,3,1785735680461414626,94794481353810,94794481318857,94794654986240,94794655008712,94794659776150,94794659886547,171927691,1161758,94794472212585,94794483771776,94794659891647,94794659940459,0,1
4942,247,2,250,0,46,25.170,0.000,9.819,0.000,19.937,4823.212,340.569,0.000,2.585,52.849,5274.141,0,1785735680732412750,94794752351934,94794752377104,94794752386923,94794752406860,94794757230072,94794757570641,0,0,94794660498314,94794672329685,94794757573226,94794757626075,0,1
4943,247,3,250,0,4,11.835,0.000,5.130,0.000,17.512,84131.146,368.541,0.000,6.802,34.545,84575.511,0,1785735680751056663,94794770995847,94794771007682,94794771012812,94794771030324,94794855161470,94794855530011,0,0,94794758121273,94794769584123,94794855536813,94794855571358,0,1
4944,247,4,250,0,116,20.281,0.000,6.622,0.000,21.500,9473.501,373.751,0.000,9.157,38.653,9943.465,0,1785735680924116878,94794944056062,94794944076343,94794944082965,94794944104465,94794953577966,94794953951717,0,0,94794856139984,94794868127307,94794953960874,94794953999527,0,1
4945,247,5,250,0,160,22.825,0.000,8.316,0.000,19.046,27556.742,346.159,0.000,2.104,43.762,27998.954,0,1785735681003764197,94795023703381,94795023726206,94795023734522,94795023753568,94795051310310,94795051656469,0,0,94794954473175,94794966157419,94795051658573,94795051702335,0,1
4946,247,6,250,0,247,24.188,0.000,9.017,0.000,18.214,9737.776,352.481,0.000,0.371,52.288,10194.335,0,1785735681119524519,94795139463703,94795139487891,94795139496908,94795139515122,94795149252898,94795149605379,0,0,94795052147299,94795063554064,94795149605750,94795149658038,0,1
4947,247,7,250,0,136,29.889,55186.221,66.435,399.188,20.969,2644.327,582.382,0.000,8.305,49.583,58987.299,1,1785735681258709777,94795278648961,94795278678850,94795334330694,94795334351663,94795336995990,94795337578372,55186221,399188,94795150228036,94795162237852,94795337586677,94795337636260,0,1
4948,247,8,250,0,35,32.303,0.000,7.094,0.000,18.294,6373.619,328.015,0.000,7.835,18.184,6785.344,0,1785735681409145607,94795429084791,94795429117094,94795429124188,94795429142482,94795435516101,94795435844116,0,0,94795338194537,94795350194534,94795435851951,94795435870135,0,1
4949,247,9,250,0,76,52.401,0.000,15.509,0.000,21.481,9833.736,340.919,0.000,6.632,50.064,10320.742,0,1785735681503793378,94795523732562,94795523784963,94795523800472,94795523821953,94795533655689,94795533996608,0,0,94795436362227,94795448286662,94795534003240,94795534053304,0,1
4950,247,10,250,0,174,18.899,0.000,13.034,0.000,18.014,6839.362,361.097,0.000,1.253,24.155,7275.814,0,1785735681605160516,94795625099700,94795625118599,94795625131633,94795625149647,94795631989009,94795632350106,0,0,94795534496495,94795545685281,94795632351359,94795632375514,0,1
4951,247,11,250,0,211,17.977,0.000,9.728,0.000,22.322,1080.786,333.776,0.000,9.157,31.499,1505.245,0,1785735681708930219,94795728869403,94795728887380,94795728897108,94795728919430,94795730000216,94795730333992,0,0,94795632924303,94795644087160,94795730343149,94795730374648,0,1
4952,247,12,250,0,103,33.445,77869.085,42.400,376.406,24.536,14138.376,322.976,0.000,10.620,50.555,92868.399,1,1785735681803594411,94795823533595,94795823567040,94795901854931,94795901879467,94795916017843,94795916340819,77869085,376406,94795730904762,94795742145856,94795916351439,94795916401994,0,1
4953,247,13,250,0,146,-65.740,59930.495,43.962,417.994,16.711,5629.133,329.688,0.000,4.739,53.681,66360.663,1,1785735682017105812,94796037044996,94796036979256,94796097371707,94796097388418,94796103017551,94796103347239,59930495,417994,94795916856986,94795929111050,94796103351978,94796103405659,0,1
4954,247,14,250,0,248,19.880,0.000,11.491,0.000,20.368,15775.135,377.718,0.000,3.998,43.802,16252.392,0,1785735682166041340,94796185980524,94796186000404,94796186011895,94796186032263,94796201807398,94796202185116,0,0,94796103829223,94796115612003,94796202189114,94796202232916,0,1
4955,247,15,250,0,122,48.794,0.000,5.932,0.000,17.693,28277.333,375.774,0.000,6.262,51.757,28783.545,0,1785735682250864722,94796270803906,94796270852700,94796270858632,94796270876325,94796299153658,94796299529432,0,0,94796202740628,94796214232852,94796299535694,94796299587451,0,1
4956,247,16,250,0,88,39.046,0.000,12.864,0.000,20.639,4573.654,363.462,0.000,3.717,42.770,5056.152,0,1785735682372928572,94796392867756,94796392906802,94796392919666,94796392940305,94796397513959,94796397877421,0,0,94796300052032,94796311767747,94796397881138,94796397923908,0,1
4957,247,17,250,0,236,43.524,64269.069,56.075,395.311,25.548,5082.799,272.761,0.000,2.134,53.120,70200.341,1,1785735682494448913,94796514388097,94796514431621,94796579152076,94796579177624,94796584260423,94796584533184,64269069,395311,94796398477225,94796410285864,94796584535318,94796584588438,0,1
4958,247,18,250,0,43,-7.120,83025.542,40.767,351.188,16.240,89808.188,389.982,0.000,8.055,40.526,173673.368,1,1785735682579175594,94796599114778,94796599107658,94796682525155,94796682541395,94796772349583,94796772739565,83025542,351188,94796585213780,94796597066220,94796772747620,94796772788146,0,1
4959,247,19,250,0,27,28.536,66971.405,59.712,425.899,15.449,4307.405,132.689,0.000,5.700,60.393,72007.188,1,1785735682868092452,94796888031636,94796888060172,94796955517188,94796955532637,94796959840042,94796959972731,66971405,425899,94796773286330,94796785452478,94796959978431,94796960038824,0,1
4960,248,0,250,0,247,-22.038,121924.678,433.783,910.287,16.130,4756.067,289.884,0.000,11.080,52.709,128372.580,2,1785735683102682450,94797122621634,94797122599596,94797245868344,94797245884474,94797250640541,94797250930425,121924678,910287,94796960446719,94796976471702,94797250941505,94797250994214,0,1
4961,248,1,250,0,76,-34.240,134606.585,451.155,1160.105,16.250,2140.503,163.657,0.000,6.622,34.054,138544.691,3,1785735683296995990,94797316935173,94797316900933,94797453118778,94797453135028,94797455275531,94797455439188,134606585,1160105,94797251598617,94797264187097,94797455445810,94797455479864,0,1
4962,248,2,250,0,94,19.260,0.000,5.601,0.000,19.226,83214.687,342.512,0.000,3.687,51.125,83656.098,0,1785735683450407669,94797470346852,94797470366112,94797470371713,94797470390939,94797553605626,94797553948138,0,0,94797456045284,94797468107718,94797553951825,94797554002950,0,1
4963,248,3,250,0,234,41.321,0.000,17.373,0.000,33.533,7412.967,347.171,0.000,3.877,45.235,7901.477,0,1785735683624082707,94797644021890,94797644063211,94797644080584,94797644114117,94797651527084,94797651874255,0,0,94797554502196,94797566418887,94797651878132,94797651923367,0,1
4964,248,4,250,0,211,13.599,0.000,5.501,0.000,17.783,82671.048,366.968,0.000,4.177,49.143,83128.219,0,1785735683647076054,94797667015237,94797667028836,94797667034337,94797667052120,94797749723168,94797750090136,0,0,94797652478087,94797664112539,94797750094313,94797750143456,0,1
4965,248,5,250,0,136,-11.357,84811.922,425.157,740.989,23.494,5459.635,156.063,0.000,10.239,40.185,91656.327,2,1785735683752911729,94797772850912,94797772839555,94797858817623,94797858841117,94797864300752,94797864456815,84811922,740989,94797750556911,94797761987079,94797864467054,94797864507239,0,1
4966,248,6,250,0,135,14.361,0.000,7.404,0.000,18.154,10108.401,355.186,0.000,3.987,38.863,10546.356,0,1785735683932302262,94797952241445,94797952255806,94797952263210,94797952281364,94797962389765,94797962744951,0,0,94797864937576,94797876340434,94797962748938,94797962787801,0,1
4967,248,7,250,0,59,38.897,41973.671,47.999,409.227,15.840,2255.508,143.119,0.000,9.057,50.234,44943.552,1,1785735684082973574,94798102912757,94798102951654,94798145382551,94798145398391,94798147653899,94798147797018,41973671,409227,94797963185006,94797974787538,94798147806075,94798147856309,0,1
4968,248,8,250,0,224,36.642,40992.992,47.420,371.957,14.887,3148.002,243.206,0.000,0.942,46.778,44902.826,1,1785735684269229618,94798289168801,94798289205443,94798330617812,94798330632699,94798333780701,94798334023907,40992992,371957,94798148325839,94798160386089,94798334024849,94798334071627,0,1
4969,248,9,250,0,32,12.768,0.000,10.339,0.000,22.342,9513.676,375.494,0.000,6.332,50.274,9991.225,0,1785735684403376921,94798423316104,94798423328872,94798423339211,94798423361553,94798432875229,94798433250723,0,0,94798334682933,94798346958787,94798433257055,94798433307329,0,1
4970,248,10,250,0,78,17.247,0.000,6.121,0.000,23.314,20805.274,405.641,0.000,10.279,51.276,21319.152,0,1785735684490554397,94798510493580,94798510510827,94798510516948,94798510540262,94798531345536,94798531751177,0,0,94798433828436,94798445444032,94798531761456,94798531812732,0,1
4971,248,11,250,0,97,11.405,0.000,5.230,0.000,18.304,87550.095,358.101,0.000,5.370,53.050,88001.555,0,1785735684522738134,94798542677317,94798542688722,94798542693952,94798542712256,94798630262351,94798630620452,0,0,94798532316847,94798543792652,94798630625822,94798630678872,0,1
4972,248,12,250,0,66,28.798,20249.442,45.376,375.674,17.263,632.896,77.786,0.000,10.880,23.124,21461.239,1,1785735684775439877,94798795379060,94798795407858,94798816078350,94798816095613,94798816728509,94798816806295,20249442,375674,94798631250894,94798642736147,94798816817175,94798816840299,0,1
4973,248,13,250,0,173,35.540,38322.095,43.982,376.516,24.225,2250.409,124.694,0.000,4.518,26.450,41208.429,1,1785735684942142414,94798962081597,94798962117137,94799000859730,94799000883955,94799003134364,94799003259058,38322095,376516,94798817480609,94798829141851,94799003263576,94799003290026,0,1
4974,248,14,250,0,114,23.137,0.000,12.754,0.000,22.713,7445.158,360.656,0.000,10.229,30.347,7904.994,0,1785735685074467420,94799094406603,94799094429740,94799094442494,94799094465207,94799101910365,94799102271021,0,0,94799003873860,94799015809807,94799102281250,94799102311597,0,1
4975,248,15,250,0,108,24.480,0.000,8.236,0.000,24.285,4570.469,351.529,0.000,6.202,41.217,5026.418,0,1785735685175755189,94799195694372,94799195718852,94799195727088,94799195751373,94799200321842,94799200673371,0,0,94799102904018,94799114380383,94799200679573,94799200720790,0,1
4976,248,16,250,0,86,25.071,0.000,10.239,0.000,20.990,15218.050,350.527,0.000,7.154,51.356,15683.387,0,1785735685262744082,94799282683265,94799282708336,94799282718575,94799282739565,94799297957615,94799298308142,0,0,94799201297812,94799212405826,94799298315296,94799298366652,0,1
4977,248,17,250,0,47,30.171,76025.719,49.863,414.838,19.597,5463.332,355.357,0.000,5.039,50.234,82414.150,1,1785735685383383241,94799403322424,94799403352595,94799479843015,94799479862612,94799485325944,94799485681301,76025719,414838,94799298781399,94799310126058,94799485686340,94799485736574,0,1
4978,248,18,250,0,144,34.248,64276.914,50.404,446.807,31.019,6366.265,331.110,0.000,9.949,50.104,71596.820,1,1785735685578726141,94799598665324,94799598699572,94799663473697,94799663504716,94799669870981,94799670202091,64276914,446807,94799486307745,94799498374166,94799670212040,94799670262144,0,1
4979,248,19,250,0,147,27.686,69146.933,42.280,354.164,21.460,5785.787,320.210,0.000,8.306,49.192,75756.018,1,1785735685761462426,94799781401609,94799781429295,94799850972672,94799850994132,94799856779919,94799857100129,69146933,354164,94799670737505,94799682642224,94799857108435,94799857157627,0,1
4980,249,0,250,0,179,-23.019,84623.188,443.430,742.372,23.685,1441.362,79.930,0.000,10.309,42.079,87383.336,2,1785735685848018578,94799867957761,94799867934742,94799953743732,94799953767417,94799955208779,94799955288709,84623188,742372,94799857605476,94799869558365,94799955299018,94799955341097,0,1
4981,249,1,250,0,246,-26.516,173269.257,467.076,1124.959,31.940,5373.854,579.948,0.000,10.540,28.683,180859.741,3,1785735685942713838,94799962653021,94799962626505,94800137487797,94800137519737,94800142893591,94800143473539,173269257,1124959,94799955783617,94799967507376,94800143484079,94800143512762,0,1
4982,249,2,250,0,246,-1.709,86673.019,460.454,738.034,18.955,996.519,84.408,0.000,3.176,35.907,89008.763,2,1785735686133284591,94800153223774,94800153222065,94800241093572,94800241112527,94800242109046,94800242193454,86673019,738034,94800144033699,94800155672709,94800242196630,94800242232537,0,1
4983,249,3,250,0,15,18.679,0.000,11.581,0.000,19.226,2004.729,353.633,0.000,8.446,20.157,2436.451,0,1785735686317885172,94800337824355,94800337843034,94800337854615,94800337873841,94800339878570,94800340232203,0,0,94800242810761,94800254434223,94800340240649,94800340260806,0,1
4984,249,4,250,0,225,44.858,0.000,9.107,0.000,19.326,4503.073,348.503,0.000,10.189,39.855,4974.911,0,1785735686413169486,94800433108669,94800433153527,94800433162634,94800433181960,94800437685033,94800438033536,0,0,94800340718545,94800352464605,94800438043725,94800438083580,0,1
4985,249,5,250,0,48,85.014,0.000,11.241,0.000,24.896,6294.191,345.548,0.000,8.375,51.387,6820.652,0,1785735686509771120,94800529710303,94800529795317,94800529806558,94800529831454,94800536125645,94800536471193,0,0,94800438655001,94800450260258,94800536479568,94800536530955,0,1
4986,249,6,250,0,96,39.468,0.000,10.650,0.000,18.995,724.619,327.424,0.000,9.207,40.977,1171.340,0,1785735686613359994,94800633299177,94800633338645,94800633349295,94800633368290,94800634092909,94800634420333,0,0,94800537130168,94800548682245,94800634429540,94800634470517,0,1
4987,249,7,250,0,168,34.359,74999.917,54.221,400.220,16.752,5839.407,209.202,0.000,3.597,51.546,81609.221,1,1785735686720018562,94800739957745,94800739992104,94800815446462,94800815463214,94800821302621,94800821511823,74999917,400220,94800634939977,94800646695045,94800821515420,94800821566966,0,1
4988,249,8,250,0,24,113.367,0.000,9.067,0.000,17.704,6332.652,390.362,0.000,9.898,48.381,6921.431,0,1785735686893931246,94800913870428,94800913983795,94800913992862,94800914010566,94800920343218,94800920733580,0,0,94800821942430,94800834012008,94800920743478,94800920791859,0,1
4989,249,9,250,0,82,33.628,0.000,9.157,0.000,21.049,9686.450,357.060,0.000,9.197,32.190,10148.731,0,1785735686988988625,94801008927807,94801008961435,94801008970592,94801008991641,94801018678091,94801019035151,0,0,94800921302887,94800933030744,94801019044348,94801019076538,0,1
4990,249,10,250,0,234,15.815,0.000,11.131,0.000,20.358,22695.018,350.356,0.000,1.112,48.421,23142.211,0,1785735687074392696,94801094331878,94801094347693,94801094358824,94801094379182,94801117074200,94801117424556,0,0,94801019608035,94801030910925,94801117425668,94801117474089,0,1
4991,249,11,250,0,23,30.291,0.000,5.531,0.000,17.482,87276.252,354.214,0.000,8.015,48.932,87740.717,0,1785735687108052431,94801127991613,94801128021904,94801128027435,94801128044917,94801215321169,94801215675383,0,0,94801117885230,94801129368619,94801215683398,94801215732330,0,1
4992,249,12,250,0,13,28.088,52604.170,43.632,410.018,27.050,3191.895,111.659,0.000,8.206,27.651,56452.369,1,1785735687326734966,94801346674148,94801346702236,94801399760056,94801399787106,94801402979001,94801403090660,52604170,410018,94801216142779,94801227917464,94801403098866,94801403126517,0,1
4993,249,13,250,0,247,-9.593,80610.264,38.432,392.636,23.735,10228.936,286.197,0.000,4.248,52.589,91627.444,1,1785735687477768908,94801497708090,94801497698497,94801578739829,94801578763564,94801588992500,94801589278697,80610264,392636,94801403611517,94801415556751,94801589282945,94801589335534,0,1
4994,249,14,250,0,101,38.497,0.000,7.053,0.000,23.234,24167.518,385.142,0.000,2.625,52.058,24676.127,0,1785735687643602785,94801663541967,94801663580464,94801663587517,94801663610751,94801687778269,94801688163411,0,0,94801589826043,94801601717817,94801688166036,94801688218094,0,1
4995,249,15,250,0,78,40.130,0.000,12.984,0.000,19.146,12210.682,345.117,0.000,4.659,27.371,12660.089,0,1785735687753720409,94801773659591,94801773699721,94801773712705,94801773731851,94801785942533,94801786287650,0,0,94801688803421,94801700278474,94801786292309,94801786319680,0,1
4996,249,16,250,0,247,21.956,0.000,14.187,0.000,19.616,16274.591,340.088,0.000,7.905,50.004,16728.347,0,1785735687847389445,94801867328627,94801867350583,94801867364770,94801867384386,94801883658977,94801883999065,0,0,94801786855695,94801798112579,94801884006970,94801884056974,0,1
4997,249,17,250,0,249,17.508,83498.178,51.376,433.864,26.339,5116.943,156.644,0.000,5.721,52.819,89359.392,1,1785735687961252009,94801981191191,94801981208699,94802065192117,94802065218456,94802070335399,94802070492043,83498178,433864,94801884496217,94801896103187,94802070497764,94802070550583,0,1
4998,249,18,250,0,88,15.133,79581.966,51.537,438.863,18.264,18502.568,461.736,0.000,1.322,51.136,99122.525,1,1785735688138122578,94802158061760,94802158076893,94802238149259,94802238167523,94802256670091,94802257131827,79581966,438863,94802070996529,94802082853718,94802257133149,94802257184285,0,1
4999,249,19,250,0,94,41.533,12505.285,56.115,421.009,17.553,389.169,92.534,0.000,5.721,51.707,13580.626,1,1785735688412267612,94802432206794,94802432248327,94802445230736,94802445248289,94802445637458,94802445729992,12505285,421009,94802257632876,94802269898922,94802445735713,94802445787420,0,1
5000,250,0,250,0,36,-33.738,164138.850,447.929,718.016,22.843,70955.404,377.107,0.000,5.230,53.581,236685.222,2,1785735688482819259,94802502758441,94802502724703,94802668029498,94802668052341,94802739007745,94802739384852,164138850,718016,94802446188852,94802461262992,94802739390082,94802739443663,0,1
5001,250,1,250,0,23,-444.298,202744.086,549.340,1202.884,21.400,3164.102,112.241,0.000,6.302,52.147,207408.204,3,1785735688730048593,94802749987775,94802749543477,94802954039787,94802954061187,94802957225289,94802957337530,202744086,1202884,94802740042946,94802752844816,94802957343832,94802957395979,0,1
5002,250,2,250,0,133,66.159,0.000,8.776,0.000,18.675,12262.539,350.037,0.000,6.762,44.454,12757.402,0,1785735689023234014,94803043173196,94803043239355,94803043248131,94803043266806,94803055529345,94803055879382,0,0,94802957941512,94802970147124,94803055886144,94803055930598,0,1
5003,250,3,250,0,225,14.272,0.000,10.960,0.000,20.479,5264.239,375.294,0.000,10.930,36.849,5733.023,0,1785735689128207122,94803148146304,94803148160576,94803148171536,94803148192015,94803153456254,94803153831548,0,0,94803056372055,94803068071689,94803153842478,94803153879327,0,1
5004,250,4,250,0,136,29.631,0.000,6.933,0.000,16.180,8889.526,347.982,0.000,9.368,47.449,9347.069,0,1785735689223018009,94803242957191,94803242986822,94803242993755,94803243009935,94803251899461,94803252247443,0,0,94803154342065,94803165725826,94803252256811,94803252304260,0,1
5005,250,5,250,0,201,39.539,0.000,8.776,0.000,17.403,13933.722,394.399,0.000,5.110,53.761,14452.710,0,1785735689315827124,94803335766306,94803335805845,94803335814621,94803335832024,94803349765746,94803350160145,0,0,94803252675396,94803264484735,94803350165255,94803350219016,0,1
5006,250,6,250,0,141,26.063,0.000,12.614,0.000,21.691,7292.171,344.886,0.000,9.608,47.429,7754.462,0,1785735689421024343,94803440963525,94803440989588,94803441002202,94803441023893,94803448316064,94803448660950,0,0,94803350730515,94803362783611,94803448670558,94803448717987,0,1
5007,250,7,250,0,192,20.323,83675.040,64.070,433.583,24.416,10933.888,373.801,0.000,5.029,50.786,95580.936,1,1785735689520545450,94803540484632,94803540504955,94803624677648,94803624702064,94803635635952,94803636009753,83675040,433583,94803449209739,94803460784940,94803636014782,94803636065568,0,1
5008,250,8,250,0,1,59.967,0.000,9.227,0.000,23.785,13164.790,351.549,0.000,8.356,46.958,13664.632,0,1785735689700613073,94803720552255,94803720612222,94803720621449,94803720645234,94803733810024,94803734161573,0,0,94803636668668,94803648593264,94803734169929,94803734216887,0,1
5009,250,9,250,0,32,25.904,0.000,15.789,0.000,18.034,6659.465,338.725,0.000,9.468,28.453,7095.838,0,1785735689805352543,94803825291725,94803825317629,94803825333418,94803825351452,94803832010917,94803832349642,0,0,94803734730270,94803746568754,94803832359110,94803832387563,0,1
5010,250,10,250,0,119,16.636,0.000,10.319,0.000,17.954,9555.134,353.923,0.000,7.374,53.170,10014.510,0,1785735689900060868,94803920000050,94803920016686,94803920027005,94803920044959,94803929600093,94803929954016,0,0,94803832887781,94803844144484,94803929961390,94803930014560,0,1
5011,250,11,250,0,148,21.134,0.000,5.090,0.000,28.073,87461.659,352.330,0.000,5.881,51.897,87926.064,0,1785735689919653289,94803939592471,94803939613605,94803939618695,94803939646768,94804027108427,94804027460757,0,0,94803930548420,94803941808731,94804027466638,94804027518535,0,1
5012,250,12,250,0,8,15.073,82835.666,38.502,462.367,17.874,7335.902,279.274,0.000,10.019,33.863,91028.540,1,1785735690102848275,94804122787457,94804122802530,94804206139065,94804206156939,94804213492841,94804213772115,82835666,462367,94804027870666,94804039535354,94804213782134,94804213815997,0,1
5013,250,13,250,0,40,30.191,83522.905,39.054,392.986,24.486,8911.978,285.625,0.000,3.797,51.827,93262.849,1,1785735690288314899,94804308254081,94804308284272,94804392239217,94804392263703,94804401175681,94804401461306,83522905,392986,94804214350189,94804226366206,94804401465103,94804401516930,0,1
5014,250,14,250,0,167,31.084,0.000,15.419,0.000,21.230,6696.474,348.533,0.000,2.304,50.315,7165.359,0,1785735690472561065,94804492500246,94804492531330,94804492546749,94804492567979,94804499264453,94804499612986,0,0,94804402544848,94804413772877,94804499615290,94804499665605,0,1
5015,250,15,250,0,117,19.112,0.000,9.798,0.000,19.327,3892.066,369.263,0.000,6.632,36.749,4352.947,0,1785735690573998575,94804593937756,94804593956868,94804593966666,94804593985993,94804597878059,94804598247322,0,0,94804500210536,94804511924778,94804598253954,94804598290703,0,1
5016,250,16,250,0,209,39.169,0.000,10.570,0.000,19.517,3790.075,389.099,0.000,1.062,39.134,4288.626,0,1785735690671971891,94804691911072,94804691950241,94804691960811,94804691980328,94804695770403,94804696159502,0,0,94804598668742,94804609862547,94804696160564,94804696199698,0,1
5017,250,17,250,0,102,28.479,70571.174,72.487,427.240,22.221,3631.759,168.786,0.000,10.099,50.184,74982.429,1,1785735690786994360,94804806933541,94804806962020,94804878032921,94804878055142,94804881686901,94804881855687,70571174,427240,94804696732587,94804708417754,94804881865786,94804881915970,0,1
5018,250,18,250,0,61,41.584,7372.801,58.239,514.315,17.072,282.199,506.399,0.000,6.713,23.113,8822.435,1,1785735691039929321,94805059868502,94805059910086,94805067855441,94805067872513,94805068154712,94805068661111,7372801,514315,94804882286034,94804894442394,94805068667824,94805068690937,0,1
5019,250,19,250,0,225,28.469,80240.431,47.298,385.423,24.306,10767.176,253.305,0.000,10.620,53.180,91810.208,1,1785735691143547489,94805163486670,94805163515139,94805244188291,94805244212597,94805254979773,94805255233078,80240431,385423,94805069090516,94805081281031,94805255243698,94805255296878,0,1
5020,251,0,250,0,93,-68.673,63697.257,550.172,799.578,17.463,8811.208,365.405,0.000,4.569,46.918,74223.897,2,1785735691305717799,94805325656980,94805325588307,94805390635314,94805390652777,94805399463985,94805399829390,63697257,799578,94805255781727,94805267773609,94805399833959,94805399880877,0,1
5021,251,1,250,0,67,-22.417,90248.062,467.919,978.805,22.572,187.211,81.463,0.000,2.915,47.008,92013.538,3,1785735691478818871,94805498758052,94805498735635,94805590430421,94805590452993,94805590640204,94805590721667,90248062,978805,94805400411842,94805412082823,94805590724582,94805590771590,0,1
5022,251,2,250,0,108,22.769,0.000,7.023,0.000,18.304,82238.066,347.542,0.000,8.005,25.347,82667.056,0,1785735691587034919,94805606974100,94805606996869,94805607003892,94805607022196,94805689260262,94805689607804,0,0,94805591355855,94805603315016,94805689615809,94805689641156,0,1
5023,251,3,250,0,51,84.243,0.000,9.338,0.000,20.929,36347.593,379.452,0.000,9.648,53.079,36904.282,0,1785735691730678766,94805750617947,94805750702190,94805750711528,94805750732457,94805787080050,94805787459502,0,0,94805690157675,94805701275177,94805787469150,94805787522229,0,1
5024,251,4,250,0,114,34.421,0.000,22.422,0.000,23.885,5096.173,372.078,0.000,11.231,23.284,5583.494,0,1785735691859740104,94805879679285,94805879713706,94805879736128,94805879760013,94805884856186,94805885228264,0,0,94805787970139,94805799440403,94805885239495,94805885262779,0,1
5025,251,5,250,0,199,43.207,0.000,7.634,0.000,17.313,3259.781,374.803,0.000,5.229,24.156,3732.123,0,1785735691959189397,94805979128578,94805979171785,94805979179419,94805979196732,94805982456513,94805982831316,0,0,94805885702503,94805897143222,94805982836545,94805982860701,0,1
5026,251,6,250,0,16,24.572,0.000,8.876,0.000,21.150,28644.942,362.059,0.000,2.184,51.416,29115.199,0,1785735692031940658,94806051879839,94806051904411,94806051913287,94806051934437,94806080579379,94806080941438,0,0,94805983405452,94805994871027,94806080943622,94806080995038,0,1
5027,251,7,250,0,92,27.567,63619.220,52.118,397.966,17.713,5504.360,362.930,0.000,3.066,34.354,70019.294,1,1785735692177327142,94806197266323,94806197293890,94806261363194,94806261380907,94806266885267,94806267248197,63619220,397966,94806081394928,94806092753703,94806267251263,94806267285617,0,1
5028,251,8,250,0,167,41.384,0.000,9.408,0.000,32.240,23924.763,361.488,0.000,4.799,50.595,24424.677,0,1785735692321146928,94806341086109,94806341127493,94806341136901,94806341169141,94806365093904,94806365455392,0,0,94806267900620,94806279876302,94806365460191,94806365510786,0,1
5029,251,9,250,0,21,17.018,0.000,11.051,0.000,23.143,15099.217,320.010,0.000,5.941,49.503,15525.883,0,1785735692428473509,94806448412690,94806448429708,94806448440759,94806448463902,94806463563119,94806463883129,0,0,94806365903582,94806377737127,94806463889070,94806463938573,0,1
5030,251,10,250,0,60,16.477,0.000,5.931,0.000,17.302,9664.119,346.549,0.000,7.855,22.151,10080.384,0,1785735692531627878,94806551567059,94806551583536,94806551589467,94806551606769,94806561270888,94806561617437,0,0,94806464446676,94806475640181,94806561625292,94806561647443,0,1
5031,251,11,250,0,32,18.751,0.000,11.983,0.000,18.334,20576.857,372.969,0.000,5.610,53.310,21057.814,0,1785735692618271363,94806638210544,94806638229295,94806638241278,94806638259612,94806658836469,94806659209438,0,0,94806562105342,94806573124300,94806659215048,94806659268358,0,1
5032,251,12,250,0,120,5.156,156128.833,41.518,382.327,21.390,19183.494,368.381,0.000,7.925,54.512,176193.536,1,1785735692649977825,94806669917006,94806669922162,94806826474840,94806826496230,94806845679724,94806846048105,156128833,382327,94806659776541,94806671267655,94806846056030,94806846110542,0,1
5033,251,13,250,0,130,34.571,79291.431,53.400,465.313,25.558,5894.521,263.474,0.000,5.190,60.533,86093.991,1,1785735692926026659,94806945965840,94806946000411,94807025810555,94807025836113,94807031730634,94807031994108,79291431,465313,94806847224260,94806858675198,94807031999298,94807032059831,0,1
5034,251,14,250,0,246,15.555,0.000,13.595,0.000,16.261,21799.809,365.716,0.000,0.862,45.866,22257.664,0,1785735693088405830,94807108345011,94807108360566,94807108374161,94807108390422,94807130190231,94807130555947,0,0,94807032644968,94807044529539,94807130556809,94807130602675,0,1
5035,251,15,250,0,206,42.606,0.000,12.914,0.000,22.272,17739.988,362.670,0.000,1.633,54.241,18236.324,0,1785735693190013690,94807209952871,94807209995477,94807210008391,94807210030663,94807227770651,94807228133321,0,0,94807131133991,94807142202562,94807228134954,94807228189195,0,1
5036,251,16,250,0,126,63.565,0.000,10.249,0.000,19.316,4489.577,354.294,0.000,0.932,41.869,4979.802,0,1785735693300805808,94807320744989,94807320808554,94807320818803,94807320838119,94807325327696,94807325681990,0,0,94807228563627,94807239737375,94807325682922,94807325724791,0,1
