# proxy downlink barrier profile
# arm_clock_monotonic_ns=96136833467440
# arm_clock_realtime_ns=1785737022813528223
# dump_clock_monotonic_ns=96209914420233
# dump_clock_realtime_ns=1785737095894481106
# realtime_monotonic_drift_ns=-90
# rounds_recorded=7568 slot_indications_recorded=189176
# round_seq_range=48529..56096
# times are ns; seg_* are us; skip lines beginning with '#'
round_seq,sfn,slot,gnb_count,sfn_slot_mismatch,latest_gnb_id,seg1_kernel_to_wake_us,seg2a_lock_blocked_us,seg2b_drain_us,seg2c_fanout_us,seg3a_unpack_us,seg3b_lock_wait_us,seg4_lock_to_flag_us,seg5a_ue_phase_us,seg5b_gnb_phase_us,seg6_ack_us,total_wait_us,msgs_before_slotind,t0_kernel_real_ns,t0_kernel_mono_ns,t1_wake_ns,t2_dispatch_ns,t2b_prelock_ns,t3_locked_ns,t4_max_ns,lock_blocked_ns,fanout_held_ns,t5_round_start_ns,t6_ue_done_ns,t7_gnb_done_ns,t8_ack_sent_ns,really_finished_ue,really_finished_gnb
49767,440,7,25,0,3,15.253,5931.095,39.043,355.637,22.312,2676.615,187.311,0.000,2.265,24.055,9253.586,1,1785737034690257090,96148710196293,96148710211546,96148716537321,96148716559633,96148719236248,96148719423559,5931095,355637,96148705884396,96148710016069,96148719425824,96148719449879,1,1
49768,440,8,25,0,20,13.359,6247.538,38.272,240.110,20.839,4797.651,201.267,0.000,1.743,25.789,11586.568,1,1785737034702487160,96148722426363,96148722439722,96148728965642,96148728986481,96148733784132,96148733985399,6247538,240110,96148720061345,96148722271146,96148733987142,96148734012931,1,1
49769,440,9,25,0,17,14.842,0.000,4.328,0.000,17.974,5467.656,339.677,0.000,9.177,23.985,5877.639,0,1785737034715876522,96148735815725,96148735830567,96148735834895,96148735852869,96148741320525,96148741660202,0,0,96148734530631,96148735625703,96148741669379,96148741693364,1,1
49770,440,10,25,0,21,17.366,0.000,6.062,0.000,18.965,6234.584,344.776,0.000,5.791,14.758,6642.302,0,1785737034722700451,96148742639654,96148742657020,96148742663082,96148742682047,96148748916631,96148749261407,0,0,96148742241902,96148743731885,96148749267198,96148749281956,1,1
49771,440,11,25,0,18,10.143,0.000,4.669,0.000,20.178,2629.457,271.669,0.000,0.531,15.079,2951.726,0,1785737034733763283,96148753702486,96148753712629,96148753717298,96148753737476,96148756366933,96148756638602,0,0,96148749821677,96148753507254,96148756639133,96148756654212,1,1
49772,440,12,25,0,14,14.751,6143.153,36.669,283.862,21.209,5450.154,242.695,0.000,3.407,17.723,12213.623,1,1785737034738515469,96148758454672,96148758469423,96148764933107,96148764954316,96148770404470,96148770647165,6143153,283862,96148757107140,96148758288675,96148770650572,96148770668295,1,1
49773,440,13,25,0,19,-45.562,10198.824,47.398,184.075,41.548,980.658,87.724,0.000,5.501,19.066,11519.232,1,1785737034752093425,96148772032628,96148771987066,96148782417363,96148782458911,96148783439569,96148783527293,10198824,184075,96148771270283,96148774854270,96148783532794,96148783551860,1,1
49774,440,14,25,0,19,15.563,0.000,5.560,0.000,22.773,1054.506,98.094,0.000,4.819,13.425,1214.740,0,1785737034769389128,96148789328331,96148789343894,96148789349454,96148789372227,96148790426733,96148790524827,0,0,96148783986875,96148789165610,96148790529646,96148790543071,1,1
49775,440,15,25,0,0,14.862,0.000,6.853,0.000,16.992,857.286,364.463,0.000,3.106,23.224,1286.786,0,1785737034776505003,96148796444206,96148796459068,96148796465921,96148796482913,96148797340199,96148797704662,0,0,96148790953280,96148796280934,96148797707768,96148797730992,1,1
49776,440,16,25,0,18,12.568,0.000,4.278,0.000,17.963,5007.725,188.864,0.000,10.009,15.880,5257.287,0,1785737034779726510,96148799665713,96148799678281,96148799682559,96148799700522,96148804708247,96148804897111,0,0,96148798277385,96148799475811,96148804907120,96148804923000,1,1
49777,440,17,25,0,1,-12.710,5416.621,33.142,95.479,51.516,2132.146,86.663,0.000,3.687,22.121,7828.665,1,1785737034790515149,96148810454352,96148810441642,96148815986884,96148816038400,96148818170546,96148818257209,5416621,95479,96148805354979,96148810234674,96148818260896,96148818283017,1,1
49778,440,18,25,0,19,-58.035,11010.063,50.475,180.719,43.672,626.213,104.286,0.000,10.139,31.048,11998.580,1,1785737034800165354,96148820104557,96148820046522,96148831287779,96148831331451,96148831957664,96148832061950,11010063,180719,96148818847756,96148820642118,96148832072089,96148832103137,1,1
49779,440,19,25,0,15,18.809,4956.669,46.297,340.628,18.535,739.856,152.416,0.000,7.784,19.918,6300.912,1,1785737034818659984,96148838599187,96148838617996,96148843961590,96148843980125,96148844719981,96148844872397,4956669,340628,96148832674708,96148838441385,96148844880181,96148844900099,1,1
49780,441,0,25,0,11,-13.351,5738.615,442.088,427.190,22.412,0.050,72.195,0.000,3.156,15.559,6707.914,2,1785737034826114434,96148846053637,96148846040286,96148852648179,96148852670591,96148852670641,96148852742836,5738615,427190,96148845368697,96148846819245,96148852745992,96148852761551,1,1
49781,441,1,25,0,11,-14.503,7210.483,404.979,503.083,22.332,76.934,88.145,0.000,3.627,14.266,8309.346,3,1785737034837391397,96148857330600,96148857316097,96148865434642,96148865456974,96148865533908,96148865622053,7210483,503083,96148853331369,96148858800369,96148865625680,96148865639946,1,1
49782,441,2,25,0,21,13.889,0.000,6.763,0.000,16.120,3757.442,347.852,0.000,5.110,13.094,4160.270,0,1785737034848230641,96148868169844,96148868183733,96148868190496,96148868206616,96148871964058,96148872311910,0,0,96148866222879,96148867988227,96148872317020,96148872330114,1,1
49783,441,3,25,0,12,15.303,0.000,4.659,0.000,19.747,1444.948,335.969,0.000,6.382,12.173,1839.181,0,1785737034857416966,96148877356169,96148877371472,96148877376131,96148877395878,96148878840826,96148879176795,0,0,96148872728050,96148877149596,96148879183177,96148879195350,1,1
49784,441,4,25,0,2,22.576,0.000,5.661,0.000,17.482,1495.383,206.327,0.000,5.831,15.739,1768.999,0,1785737034864133143,96148884072346,96148884094922,96148884100583,96148884118065,96148885613448,96148885819775,0,0,96148879489491,96148883880981,96148885825606,96148885841345,1,1
49785,441,5,25,0,23,19.721,0.000,6.522,0.000,17.803,3112.012,330.149,0.000,3.386,15.058,3504.651,0,1785737034869960474,96148889899677,96148889919398,96148889925920,96148889943723,96148893055735,96148893385884,0,0,96148886196160,96148889714884,96148893389270,96148893404328,1,1
49786,441,6,25,0,8,15.733,0.000,6.402,0.000,21.280,1731.385,289.773,0.000,2.274,13.495,2080.342,0,1785737034878044544,96148897983747,96148897999480,96148898005882,96148898027162,96148899758547,96148900048320,0,0,96148893738635,96148897787152,96148900050594,96148900064089,1,1
49787,441,7,25,0,10,20.773,5854.662,40.966,360.215,23.094,2668.060,234.489,0.000,8.536,19.457,9230.252,1,1785737034884412297,96148904351500,96148904372273,96148910628116,96148910651210,96148913319270,96148913553759,5854662,360215,96148900562383,96148904138294,96148913562295,96148913581752,1,1
49788,441,8,25,0,24,28.808,0.000,7.374,0.000,19.156,90.279,296.175,0.000,7.885,13.215,462.892,0,1785737034900049862,96148919989065,96148920017873,96148920025247,96148920044403,96148920134682,96148920430857,0,0,96148914122555,96148919858925,96148920438742,96148920451957,1,1
49789,441,9,25,0,5,14.000,0.000,4.589,0.000,19.076,4673.037,260.809,0.000,3.366,13.906,4988.783,0,1785737034902818461,96148922757664,96148922771664,96148922776253,96148922795329,96148927468366,96148927729175,0,0,96148920760806,96148922536474,96148927732541,96148927746447,1,1
49790,441,10,25,0,17,18.268,0.000,5.109,0.000,20.779,3690.266,296.936,0.000,1.904,14.908,4048.170,0,1785737034910918842,96148930858045,96148930876313,96148930881422,96148930902201,96148934592467,96148934889403,0,0,96148928250662,96148930683241,96148934891307,96148934906215,1,1
49791,441,11,25,0,0,21.324,0.000,5.120,0.000,21.059,963.716,207.419,0.000,2.424,13.996,1235.058,0,1785737034920785823,96148940725026,96148940746350,96148940751470,96148940772529,96148941736245,96148941943664,0,0,96148935203602,96148940508384,96148941946088,96148941960084,1,1
49792,441,12,25,0,19,17.326,9360.241,42.811,182.392,42.400,2934.479,159.669,0.000,6.232,17.523,12763.073,1,1785737034922997698,96148942936901,96148942954227,96148952539671,96148952582071,96148955516550,96148955676219,9360241,182392,96148942332713,96148943828947,96148955682451,96148955699974,1,1
49793,441,13,25,0,4,13.008,5274.534,38.111,240.942,31.079,3936.277,181.660,0.000,8.336,17.442,9741.389,1,1785737034938874272,96148958813475,96148958826483,96148964380070,96148964411149,96148968347426,96148968529086,5274534,240942,96148956242230,96148958623873,96148968537422,96148968554864,1,1
49794,441,14,25,0,2,11.766,0.000,4.629,0.000,19.727,3812.024,201.277,0.000,2.685,13.035,4065.143,0,1785737034951274730,96148971213933,96148971225699,96148971230328,96148971250055,96148975062079,96148975263356,0,0,96148968912304,96148971027588,96148975266041,96148975279076,1,1
49795,441,15,25,0,12,13.719,0.000,4.739,0.000,18.835,1083.882,264.866,0.000,8.656,13.165,1407.862,0,1785737034960707799,96148980647002,96148980660721,96148980665460,96148980684295,96148981768177,96148982033043,0,0,96148975645322,96148980465285,96148982041699,96148982054864,1,1
49796,441,16,25,0,4,17.917,0.000,5.130,0.000,18.805,1049.627,221.115,0.000,1.833,14.106,1328.533,0,1785737034967605235,96148987544438,96148987562355,96148987567485,96148987586290,96148988635917,96148988857032,0,0,96148982481934,96148987325441,96148988858865,96148988872971,1,1
49797,441,17,25,0,0,-11.227,6216.440,39.804,218.800,22.332,5860.954,186.780,0.000,4.819,19.046,12557.748,1,1785737034970589668,96148990528871,96148990517644,96148996992688,96148997015020,96149002875974,96149003062754,6216440,218800,96148989366887,96148990347595,96149003067573,96149003086619,1,1
49798,441,18,25,0,22,22.065,5195.477,40.175,371.035,18.555,1040.720,129.303,0.000,3.055,18.395,6838.780,1,1785737034989653244,96149009592447,96149009614512,96149015221199,96149015239754,96149016280474,96149016409777,5195477,371035,96149003492850,96149009407885,96149016412832,96149016431227,1,1
49799,441,19,25,0,0,19.631,1215.769,38.633,307.786,21.911,0.050,123.291,0.000,3.998,15.890,1746.959,1,1785737035007216719,96149027155921,96149027175552,96149028737740,96149028759651,96149028759701,96149028882992,1215769,307786,96149016845633,96149026578253,96149028886990,96149028902880,0,1
49800,442,0,25,0,22,-17.558,18704.634,798.667,721.001,45.295,0.160,180.959,0.000,6.493,20.849,20460.500,2,1785737035010339781,96149030278983,96149030261425,96149050485727,96149050531022,96149050531182,96149050712141,18704634,721001,96149029488036,96149031170058,96149050718634,96149050739483,1,1
49801,442,1,25,0,7,-2.570,9625.469,507.572,595.876,21.661,307.225,92.263,0.000,6.222,21.651,11175.369,3,1785737035036167013,96149056106215,96149056103645,96149066832562,96149066854223,96149067161448,96149067253711,9625469,595876,96149051324118,96149055858095,96149067259933,96149067281584,1,1
49802,442,2,25,0,2,14.182,0.000,5.440,0.000,19.506,470.031,195.056,0.000,3.396,14.958,722.569,0,1785737035053080640,96149073019842,96149073034024,96149073039464,96149073058970,96149073529001,96149073724057,0,0,96149067701731,96149072896416,96149073727453,96149073742411,1,1
49803,442,3,25,0,12,14.512,0.000,5.841,0.000,19.617,1263.889,279.183,0.000,5.490,13.025,1601.557,0,1785737035058389639,96149078328841,96149078343353,96149078349194,96149078368811,96149079632700,96149079911883,0,0,96149074208014,96149078128932,96149079917373,96149079930398,1,1
49804,442,4,25,0,12,17.929,0.000,6.562,0.000,20.649,907.320,282.450,0.000,0.461,14.046,1249.417,0,1785737035065113630,96149085052832,96149085070761,96149085077323,96149085097972,96149086005292,96149086287742,0,0,96149080463998,96149084866749,96149086288203,96149086302249,1,1
49805,442,5,25,0,23,14.432,0.000,8.576,0.000,16.280,2592.308,284.173,0.000,6.582,13.916,2936.267,0,1785737035069621148,96149089560350,96149089574782,96149089583358,96149089599638,96149092191946,96149092476119,0,0,96149086666662,96149089364087,96149092482701,96149092496617,1,1
49806,442,6,25,0,18,10.705,0.000,4.598,0.000,19.196,4788.564,277.200,0.000,2.404,10.260,5112.927,0,1785737035073936365,96149093875567,96149093886272,96149093890870,96149093910066,96149098698630,96149098975830,0,0,96149092760542,96149093330701,96149098978234,96149098988494,1,1
49807,442,7,25,0,23,0.776,5512.722,38.682,304.971,21.931,5098.245,289.743,0.000,2.334,11.642,11281.046,1,1785737035080920163,96149100859365,96149100860141,96149106716516,96149106738447,96149111836692,96149112126435,5512722,304971,96149099514910,96149100653985,96149112128769,96149112140411,1,1
49808,442,8,25,0,14,22.397,0.000,5.580,0.000,20.198,1924.146,252.754,0.000,0.761,10.179,2236.015,0,1785737035096845608,96149116784810,96149116807207,96149116812787,96149116832985,96149118757131,96149119009885,0,0,96149112746687,96149116601311,96149119010646,96149119020825,1,1
49809,442,9,25,0,18,10.755,0.000,4.840,0.000,18.594,2186.187,308.960,0.000,2.805,10.550,2542.691,0,1785737035103061797,96149123000999,96149123011754,96149123016594,96149123035188,96149125221375,96149125530335,0,0,96149119344903,96149122785410,96149125533140,96149125543690,1,1
49810,442,10,25,0,22,11.066,0.000,4.088,0.000,20.949,1520.680,266.609,0.000,8.165,9.959,1841.516,0,1785737035110166051,96149130105253,96149130116319,96149130120407,96149130141356,96149131662036,96149131928645,0,0,96149126090344,96149129940860,96149131936810,96149131946769,1,1
49811,442,11,25,0,0,11.887,0.000,4.849,0.000,15.719,2679.943,120.275,0.000,6.863,9.809,2849.345,0,1785737035115543609,96149135482811,96149135494698,96149135499547,96149135515266,96149138195209,96149138315484,0,0,96149132445945,96149135292679,96149138322347,96149138332156,1,1
49812,442,12,25,0,1,-10.905,6522.764,42.178,303.970,22.462,4762.265,280.506,0.000,5.490,10.960,11939.690,1,1785737035120593192,96149140532394,96149140521489,96149147390401,96149147412863,96149152175128,96149152455634,6522764,303970,96149138684025,96149140317506,96149152461124,96149152472084,1,1
49813,442,13,25,0,17,15.995,5730.119,34.344,236.323,22.222,1547.910,128.772,0.000,0.661,9.888,7726.234,1,1785737035137747470,96149157686672,96149157702667,96149163703453,96149163725675,96149165273585,96149165402357,5730119,236323,96149152796563,96149157500017,96149165403018,96149165412906,1,1
49814,442,14,25,0,22,12.458,0.000,5.029,0.000,20.459,1174.120,287.729,0.000,0.411,10.029,1510.235,0,1785737035150760728,96149170699930,96149170712388,96149170717417,96149170737876,96149171911996,96149172199725,0,0,96149165829878,96149170537059,96149172200136,96149172210165,1,1
49815,442,15,25,0,24,19.492,0.000,6.792,0.000,14.878,2137.666,313.578,0.000,0.992,10.059,2503.457,0,1785737035156745884,96149176685086,96149176704578,96149176711370,96149176726248,96149178863914,96149179177492,0,0,96149172745839,96149176491699,96149179178484,96149179188543,1,1
49816,442,16,25,0,1,11.997,0.000,4.339,0.000,20.468,1446.801,253.546,0.000,0.741,9.508,1747.400,0,1785737035165243970,96149185183172,96149185195169,96149185199508,96149185219976,96149186666777,96149186920323,0,0,96149179583293,96149184992840,96149186921064,96149186930572,1,1
49817,442,17,25,0,18,-20.053,6092.266,40.527,345.608,22.302,5820.949,269.024,0.000,7.684,9.889,12588.196,1,1785737035168554875,96149188494077,96149188474024,96149194952425,96149194974727,96149200795676,96149201064700,6092266,345608,96149187448162,96149188061491,96149201072384,96149201082273,1,1
49818,442,18,25,0,19,20.393,5172.243,40.296,330.890,22.232,683.601,185.297,0.000,9.027,10.249,6474.228,1,1785737035187867237,96149207806439,96149207826832,96149213370261,96149213392493,96149214076094,96149214261391,5172243,330890,96149201501789,96149207629553,96149214270418,96149214280667,1,1
49819,442,19,25,0,7,13.631,5939.241,44.773,330.890,21.671,4008.752,234.770,0.000,9.278,10.820,10613.826,1,1785737035196818412,96149216757614,96149216771245,96149223086149,96149223107820,96149227116572,96149227351342,5939241,330890,96149214783389,96149216562604,96149227360620,96149227371440,1,1
49820,443,0,25,0,14,6.247,9401.991,1293.163,568.525,17.002,1965.613,203.932,0.000,0.972,14.598,13472.043,2,1785737035209041719,96149228980921,96149228987168,96149240250847,96149240267849,96149242233462,96149242437394,9401991,568525,96149227917052,96149231358752,96149242438366,96149242452964,1,1
49821,443,1,25,0,1,-20.633,16989.751,440.745,629.880,21.049,1036.623,121.568,0.000,6.241,14.798,19240.022,3,1785737035223543065,96149243482267,96149243461634,96149261522010,96149261543059,96149262579682,96149262701250,16989751,629880,96149242919628,96149244650732,96149262707491,96149262722289,1,1
49822,443,2,25,0,22,10.384,0.000,5.891,0.000,19.587,4271.996,332.624,0.000,2.464,9.839,4652.785,0,1785737035244636225,96149264575427,96149264585811,96149264591702,96149264611289,96149268883285,96149269215909,0,0,96149263011261,96149264386959,96149269218373,96149269228212,1,1
49823,443,3,25,0,12,14.532,0.000,4.598,0.000,14.508,1334.851,310.843,0.000,4.929,9.728,1693.989,0,1785737035254615347,96149274554549,96149274569081,96149274573679,96149274588187,96149275923038,96149276233881,0,0,96149269782701,96149274345973,96149276238810,96149276248538,1,1
49824,443,4,25,0,23,16.306,0.000,6.883,0.000,16.671,4343.931,324.698,0.000,0.561,15.359,4724.409,0,1785737035258232054,96149278171256,96149278187562,96149278194445,96149278211116,96149282555047,96149282879745,0,0,96149276494920,96149278027382,96149282880306,96149282895665,1,1
49825,443,5,25,0,22,12.318,0.000,6.442,0.000,19.316,1295.508,309.380,0.000,4.729,12.904,1660.597,0,1785737035267994590,96149287933792,96149287946110,96149287952552,96149287971868,96149289267376,96149289576756,0,0,96149283338315,96149287764760,96149289581485,96149289594389,1,1
49826,443,6,25,0,18,10.304,0.000,4.599,0.000,18.665,4703.484,345.337,0.000,5.290,13.506,5101.185,0,1785737035271232959,96149291172161,96149291182465,96149291187064,96149291205729,96149295909213,96149296254550,0,0,96149290088545,96149290671457,96149296259840,96149296273346,1,1
49827,443,7,25,0,21,-31.645,4987.728,38.873,381.294,14.978,1020.352,114.164,0.000,8.065,16.261,6550.070,1,1785737035282480658,96149302419860,96149302388215,96149307796110,96149307811088,96149308831440,96149308945604,4987728,381294,96149296746833,96149302187890,96149308953669,96149308969930,1,1
49828,443,8,25,0,22,13.420,0.000,6.482,0.000,17.944,2594.602,334.116,0.000,3.006,12.533,2982.103,0,1785737035293051498,96149312990700,96149313004120,96149313010602,96149313028546,96149315623148,96149315957264,0,0,96149309350022,96149312852626,96149315960270,96149315972803,1,1
49829,443,9,25,0,9,12.869,0.000,5.400,0.000,15.880,5232.135,304.110,0.000,8.326,14.847,5593.567,0,1785737035297669432,96149317608634,96149317621503,96149317626903,96149317642783,96149322874918,96149323179028,0,0,96149316391868,96149317412632,96149323187354,96149323202201,1,1
49830,443,10,25,0,7,18.470,0.000,5.710,0.000,16.100,1588.637,315.662,0.000,1.623,13.165,1959.367,0,1785737035308229332,96149328168534,96149328187004,96149328192714,96149328208814,96149329797451,96149330113113,0,0,96149323719701,96149327945311,96149330114736,96149330127901,1,1
49831,443,11,25,0,22,12.418,0.000,5.570,0.000,17.924,3135.185,304.611,0.000,3.196,14.678,3493.582,0,1785737035313396606,96149333335808,96149333348226,96149333353796,96149333371720,96149336506905,96149336811516,0,0,96149330614713,96149333165754,96149336814712,96149336829390,1,1
49832,443,12,25,0,7,13.891,4501.787,32.772,324.818,22.522,855.643,149.641,0.000,5.971,13.395,5920.440,1,1785737035322650077,96149342589279,96149342603170,96149347462547,96149347485069,96149348340712,96149348490353,4501787,324818,96149337264145,96149342372378,96149348496324,96149348509719,1,1
49833,443,13,25,0,17,16.055,5347.842,33.052,321.523,22.853,1005.955,103.433,0.000,4.649,10.199,6865.561,1,1785737035334589282,96149354528484,96149354544539,96149360246956,96149360269809,96149361275764,96149361379197,5347842,321523,96149349014014,96149354358370,96149361383846,96149361394045,1,1
49834,443,14,25,0,14,14.432,0.000,4.819,0.000,16.892,2418.252,269.715,0.000,6.382,10.360,2740.852,0,1785737035345961063,96149365900265,96149365914697,96149365919516,96149365936408,96149368354660,96149368624375,0,0,96149361916264,96149365744769,96149368630757,96149368641117,1,1
49835,443,15,25,0,18,14.362,0.000,5.239,0.000,19.818,2076.972,274.414,0.000,5.901,16.842,2413.548,0,1785737035353626719,96149373565921,96149373580283,96149373585522,96149373605340,96149375682312,96149375956726,0,0,96149369184235,96149373367504,96149375962627,96149375979469,1,1
49836,443,16,25,0,2,11.787,0.000,4.799,0.000,20.148,2921.815,337.944,0.000,1.352,13.075,3310.920,0,1785737035359766986,96149379706188,96149379717975,96149379722774,96149379742922,96149382664737,96149383002681,0,0,96149376453227,96149379515926,96149383004033,96149383017108,1,1
49837,443,17,25,0,10,24.351,2186.778,41.407,315.061,21.961,346.570,112.561,0.000,1.262,16.391,3066.342,1,1785737035372717636,96149392656838,96149392681189,96149395224435,96149395246396,96149395592966,96149395705527,2186778,315061,96149383502728,96149392462038,96149395706789,96149395723180,1,1
49838,443,18,25,0,6,16.236,10614.983,44.593,288.731,24.266,577.762,138.089,0.000,9.117,20.839,11734.616,1,1785737035376916495,96149396855697,96149396871933,96149407820240,96149407844506,96149408422268,96149408560357,10614983,288731,96149396125965,96149397795674,96149408569474,96149408590313,1,1
49839,443,19,25,0,22,23.649,1807.617,36.960,293.651,16.180,0.080,155.662,0.000,2.244,17.994,2354.037,1,1785737035398665514,96149418604716,96149418628365,96149420766593,96149420782773,96149420782853,96149420938515,1807617,293651,96149408970055,96149418436806,96149420940759,96149420958753,1,1
49840,444,0,25,0,16,38.788,15861.916,1244.573,762.989,46.327,4121.874,172.584,0.000,7.574,25.097,22281.722,2,1785737035402492666,96149422431868,96149422470656,96149440340134,96149440386461,96149444508335,96149444680919,15861916,762989,96149421493635,96149422231979,96149444688493,96149444713590,1,1
49841,444,1,25,0,11,-5.375,14284.210,435.104,788.799,14.798,593.181,77.766,0.000,7.023,22.332,16217.838,3,1785737035425841493,96149445780695,96149445775320,96149461283433,96149461298231,96149461891412,96149461969178,14284210,788799,96149445255165,96149449373603,96149461976201,96149461998533,1,1
49842,444,2,25,0,9,14.031,0.000,5.100,0.000,19.196,3247.565,286.067,0.000,5.951,15.909,3593.819,0,1785737035444560594,96149464499796,96149464513827,96149464518927,96149464538123,96149467785688,96149468071755,0,0,96149462476589,96149464403150,96149468077706,96149468093615,1,1
49843,444,3,25,0,14,14.001,0.000,5.801,0.000,19.096,1599.798,285.866,0.000,8.956,12.083,1945.601,0,1785737035452529007,96149472468209,96149472482210,96149472488011,96149472507107,96149474106905,96149474392771,0,0,96149468513482,96149472282716,96149474401727,96149474413810,1,1
49844,444,4,25,0,10,10.164,0.000,4.649,0.000,17.543,3708.941,302.787,0.000,1.192,14.207,4059.483,0,1785737035456683212,96149476622414,96149476632578,96149476637227,96149476654770,96149480363711,96149480666498,0,0,96149474803681,96149476428105,96149480667690,96149480681897,1,1
49845,444,5,25,0,24,13.971,0.000,5.530,0.000,22.613,1656.264,157.775,0.000,3.076,13.996,1873.225,0,1785737035465266788,96149485205990,96149485219961,96149485225491,96149485248104,96149486904368,96149487062143,0,0,96149481173979,96149485022561,96149487065219,96149487079215,1,1
49846,444,6,25,0,9,13.490,0.000,4.679,0.000,19.336,4394.275,279.855,0.000,1.673,13.024,4726.332,0,1785737035469066449,96149489005651,96149489019141,96149489023820,96149489043156,96149493437431,96149493717286,0,0,96149487544718,96149488831549,96149493718959,96149493731983,1,1
49847,444,7,25,0,14,-11.216,3630.845,54.030,334.497,22.913,5989.695,228.018,0.000,2.895,15.800,10267.477,1,1785737035475177351,96149495116553,96149495105337,96149499124709,96149499147622,96149505137317,96149505365335,3630845,334497,96149494080346,96149498899457,96149505368230,96149505384030,1,1
49848,444,8,25,0,0,10.795,0.000,5.330,0.000,17.904,2067.805,267.020,0.000,9.518,14.988,2393.360,0,1785737035489198808,96149509138010,96149509148805,96149509154135,96149509172039,96149511239844,96149511506864,0,0,96149505719839,96149508955283,96149511516382,96149511531370,1,1
49849,444,9,25,0,13,12.819,0.000,5.250,0.000,17.854,4662.948,313.257,0.000,1.303,13.545,5026.976,0,1785737035493167525,96149513106727,96149513119546,96149513124796,96149513142650,96149517805598,96149518118855,0,0,96149511804672,96149512889245,96149518120158,96149518133703,1,1
49850,444,10,25,0,18,13.380,0.000,5.270,0.000,17.783,4472.812,297.668,0.000,4.919,14.468,4826.300,0,1785737035499734152,96149519673354,96149519686734,96149519692004,96149519709787,96149524182599,96149524480267,0,0,96149518590319,96149519219478,96149524485186,96149524499654,1,1
49851,444,11,25,0,8,12.769,0.000,4.789,0.000,21.149,1664.610,120.867,0.000,3.927,13.365,1841.476,0,1785737035508809229,96149528748431,96149528761200,96149528765989,96149528787138,96149530451748,96149530572615,0,0,96149524941061,96149528542690,96149530576542,96149530589907,1,1
49852,444,12,25,0,14,-10.825,5543.879,34.635,227.487,20.869,4155.347,157.996,0.000,4.549,26.640,10160.577,1,1785737035512969305,96149532908507,96149532897682,96149538703683,96149538724552,96149542879899,96149543037895,5543879,227487,96149531100604,96149532693389,96149543042444,96149543069084,1,1
49853,444,13,25,0,2,-9.322,5069.340,35.547,229.009,21.320,1915.469,106.670,0.000,5.591,17.953,7391.577,1,1785737035527840985,96149547780187,96149547770865,96149553104761,96149553126081,96149555041550,96149555148220,5069340,229009,96149543584890,96149547583894,96149555153811,96149555171764,1,1
49854,444,14,25,0,22,13.891,0.000,7.865,0.000,20.659,1246.375,304.381,0.000,7.414,10.690,1611.275,0,1785737035539815937,96149559755139,96149559769030,96149559776895,96149559797554,96149561043929,96149561348310,0,0,96149555546446,96149559603430,96149561355724,96149561366414,1,1
49855,444,15,25,0,7,11.577,0.000,5.229,0.000,15.219,3292.681,298.339,0.000,2.194,10.209,3635.448,0,1785737035544015427,96149563954629,96149563966206,96149563971435,96149563986654,96149567279335,96149567577674,0,0,96149561696412,96149563759508,96149567579868,96149567590077,1,1
49856,444,16,25,0,8,11.927,0.000,4.208,0.000,21.130,4361.673,228.809,0.000,1.583,10.249,4639.579,0,1785737035548571145,96149568510347,96149568522274,96149568526482,96149568547612,96149572909285,96149573138094,0,0,96149567867086,96149570869062,96149573139677,96149573149926,1,1
49857,444,17,25,0,23,-11.216,5113.694,41.548,128.450,21.660,1877.739,117.260,0.000,7.204,9.407,7305.746,1,1785737035557924684,96149577863886,96149577852670,96149583136362,96149583158022,96149585035761,96149585153021,5113694,128450,96149573594790,96149577660289,96149585160225,96149585169632,1,1
49858,444,18,25,0,19,14.643,4810.365,39.133,228.478,22.592,1134.426,138.320,0.000,0.701,10.159,6398.817,1,1785737035570150876,96149590090078,96149590104721,96149595182697,96149595205289,96149596339715,96149596478035,4810365,228478,96149585531230,96149589893655,96149596478736,96149596488895,1,1
49859,444,19,25,0,9,16.096,4515.912,41.538,233.067,22.612,833.232,140.303,0.000,7.413,10.460,5820.633,1,1785737035582154281,96149602093483,96149602109579,96149606900096,96149606922708,96149607755940,96149607896243,4515912,233067,96149596960449,96149601946763,96149607903656,96149607914116,1,1
49860,445,0,25,0,18,-15.454,9563.273,1027.986,435.316,21.670,2038.110,104.365,0.000,6.843,18.385,13200.494,2,1785737035589498835,96149609438037,96149609422583,96149620449158,96149620470828,96149622508938,96149622613303,9563273,435316,96149608308335,96149609395973,96149622620146,96149622638531,1,1
49861,445,1,25,0,0,-9.563,17744.304,451.786,970.920,23.013,296.095,126.427,0.000,2.234,26.069,19631.285,3,1785737035603733472,96149623672674,96149623663111,96149642830121,96149642853134,96149643149229,96149643275656,17744304,970920,96149623173152,96149630148805,96149643277890,96149643303959,1,1
49862,445,2,25,0,1,13.741,0.000,5.240,0.000,22.382,0.250,160.351,0.000,2.514,29.145,233.623,0,1785737035629787318,96149649726520,96149649740261,96149649745501,96149649767883,96149649768133,96149649928484,0,0,96149643825106,96149649545626,96149649930998,96149649960143,1,1
49863,445,3,25,0,12,15.204,0.000,4.809,0.000,23.413,196.068,208.200,0.000,5.621,23.834,477.149,0,1785737035635966498,96149655905700,96149655920904,96149655925713,96149655949126,96149656145194,96149656353394,0,0,96149650499374,96149655707043,96149656359015,96149656382849,1,1
