round_index,proxy_id,sfn,slot,gnb_count,gnb_ips,first_slot_ts_us,latest_slot_ts_us,ack_ts_us,slot_spread_us,wait_us,wait_ms,ack_packet,ack_slot_byte
0,0,685,14,250,10.2.2.10;10.2.2.11;10.2.2.12;10.2.2.13;10.2.2.14;10.2.2.15;10.2.2.16;10.2.2.17;10.2.2.18;10.2.2.19;10.2.2.2;10.2.2.20;10.2.2.21;10.2.2.22;10.2.2.23;10.2.2.24;10.2.2.25;10.2.2.26;10.2.2.27;10.2.2.28;10.2.2.29;10.2.2.3;10.2.2.30;10.2.2.31;10.2.2.32;10.2.2.33;10.2.2.4;10.2.2.5;10.2.2.6;10.2.2.7;10.2.2.8;10.2.2.9;10.2.3.10;10.2.3.11;10.2.3.12;10.2.3.13;10.2.3.14;10.2.3.15;10.2.3.16;10.2.3.17;10.2.3.18;10.2.3.19;10.2.3.2;10.2.3.20;10.2.3.21;10.2.3.22;10.2.3.23;10.2.3.24;10.2.3.25;10.2.3.26;10.2.3.27;10.2.3.28;10.2.3.29;10.2.3.3;10.2.3.30;10.2.3.31;10.2.3.32;10.2.3.33;10.2.3.4;10.2.3.5;10.2.3.6;10.2.3.7;10.2.3.8;10.2.3.9;10.2.4.10;10.2.4.11;10.2.4.12;10.2.4.13;10.2.4.14;10.2.4.15;10.2.4.16;10.2.4.17;10.2.4.18;10.2.4.19;10.2.4.2;10.2.4.20;10.2.4.21;10.2.4.22;10.2.4.23;10.2.4.24;10.2.4.25;10.2.4.26;10.2.4.27;10.2.4.28;10.2.4.29;10.2.4.3;10.2.4.30;10.2.4.31;10.2.4.32;10.2.4.4;10.2.4.5;10.2.4.6;10.2.4.7;10.2.4.8;10.2.4.9;10.2.5.10;10.2.5.11;10.2.5.12;10.2.5.13;10.2.5.14;10.2.5.15;10.2.5.16;10.2.5.17;10.2.5.18;10.2.5.19;10.2.5.2;10.2.5.20;10.2.5.21;10.2.5.22;10.2.5.23;10.2.5.24;10.2.5.25;10.2.5.26;10.2.5.27;10.2.5.28;10.2.5.29;10.2.5.3;10.2.5.30;10.2.5.31;10.2.5.32;10.2.5.4;10.2.5.5;10.2.5.6;10.2.5.7;10.2.5.8;10.2.5.9;10.2.6.10;10.2.6.11;10.2.6.12;10.2.6.13;10.2.6.14;10.2.6.15;10.2.6.16;10.2.6.17;10.2.6.18;10.2.6.19;10.2.6.2;10.2.6.20;10.2.6.21;10.2.6.22;10.2.6.23;10.2.6.24;10.2.6.25;10.2.6.26;10.2.6.27;10.2.6.28;10.2.6.29;10.2.6.3;10.2.6.30;10.2.6.31;10.2.6.32;10.2.6.4;10.2.6.5;10.2.6.6;10.2.6.7;10.2.6.8;10.2.6.9;10.2.7.10;10.2.7.11;10.2.7.12;10.2.7.13;10.2.7.14;10.2.7.15;10.2.7.16;10.2.7.17;10.2.7.18;10.2.7.19;10.2.7.2;10.2.7.20;10.2.7.21;10.2.7.22;10.2.7.23;10.2.7.24;10.2.7.25;10.2.7.26;10.2.7.27;10.2.7.28;10.2.7.29;10.2.7.3;10.2.7.30;10.2.7.31;10.2.7.32;10.2.7.4;10.2.7.5;10.2.7.6;10.2.7.7;10.2.7.8;10.2.7.9;10.2.8.10;10.2.8.11;10.2.8.12;10.2.8.13;10.2.8.14;10.2.8.15;10.2.8.16;10.2.8.17;10.2.8.18;10.2.8.19;10.2.8.2;10.2.8.20;10.2.8.21;10.2.8.22;10.2.8.23;10.2.8.24;10.2.8.25;10.2.8.26;10.2.8.27;10.2.8.28;10.2.8.29;10.2.8.3;10.2.8.30;10.2.8.31;10.2.8.32;10.2.8.4;10.2.8.5;10.2.8.6;10.2.8.7;10.2.8.8;10.2.8.9;10.2.9.10;10.2.9.11;10.2.9.12;10.2.9.13;10.2.9.14;10.2.9.15;10.2.9.16;10.2.9.17;10.2.9.18;10.2.9.19;10.2.9.2;10.2.9.20;10.2.9.21;10.2.9.22;10.2.9.23;10.2.9.24;10.2.9.25;10.2.9.26;10.2.9.27;10.2.9.28;10.2.9.29;10.2.9.3;10.2.9.30;10.2.9.31;10.2.9.32;10.2.9.4;10.2.9.5;10.2.9.6;10.2.9.7;10.2.9.8;10.2.9.9,1786166459584776,1786166459658896,1786166459679862,74120,20966,20.966000,2079,0
1,0,685,15,250,10.2.2.10;10.2.2.11;10.2.2.12;10.2.2.13;10.2.2.14;10.2.2.15;10.2.2.16;10.2.2.17;10.2.2.18;10.2.2.19;10.2.2.2;10.2.2.20;10.2.2.21;10.2.2.22;10.2.2.23;10.2.2.24;10.2.2.25;10.2.2.26;10.2.2.27;10.2.2.28;10.2.2.29;10.2.2.3;10.2.2.30;10.2.2.31;10.2.2.32;10.2.2.33;10.2.2.4;10.2.2.5;10.2.2.6;10.2.2.7;10.2.2.8;10.2.2.9;10.2.3.10;10.2.3.11;10.2.3.12;10.2.3.13;10.2.3.14;10.2.3.15;10.2.3.16;10.2.3.17;10.2.3.18;10.2.3.19;10.2.3.2;10.2.3.20;10.2.3.21;10.2.3.22;10.2.3.23;10.2.3.24;10.2.3.25;10.2.3.26;10.2.3.27;10.2.3.28;10.2.3.29;10.2.3.3;10.2.3.30;10.2.3.31;10.2.3.32;10.2.3.33;10.2.3.4;10.2.3.5;10.2.3.6;10.2.3.7;10.2.3.8;10.2.3.9;10.2.4.10;10.2.4.11;10.2.4.12;10.2.4.13;10.2.4.14;10.2.4.15;10.2.4.16;10.2.4.17;10.2.4.18;10.2.4.19;10.2.4.2;10.2.4.20;10.2.4.21;10.2.4.22;10.2.4.23;10.2.4.24;10.2.4.25;10.2.4.26;10.2.4.27;10.2.4.28;10.2.4.29;10.2.4.3;10.2.4.30;10.2.4.31;10.2.4.32;10.2.4.4;10.2.4.5;10.2.4.6;10.2.4.7;10.2.4.8;10.2.4.9;10.2.5.10;10.2.5.11;10.2.5.12;10.2.5.13;10.2.5.14;10.2.5.15;10.2.5.16;10.2.5.17;10.2.5.18;10.2.5.19;10.2.5.2;10.2.5.20;10.2.5.21;10.2.5.22;10.2.5.23;10.2.5.24;10.2.5.25;10.2.5.26;10.2.5.27;10.2.5.28;10.2.5.29;10.2.5.3;10.2.5.30;10.2.5.31;10.2.5.32;10.2.5.4;10.2.5.5;10.2.5.6;10.2.5.7;10.2.5.8;10.2.5.9;10.2.6.10;10.2.6.11;10.2.6.12;10.2.6.13;10.2.6.14;10.2.6.15;10.2.6.16;10.2.6.17;10.2.6.18;10.2.6.19;10.2.6.2;10.2.6.20;10.2.6.21;10.2.6.22;10.2.6.23;10.2.6.24;10.2.6.25;10.2.6.26;10.2.6.27;10.2.6.28;10.2.6.29;10.2.6.3;10.2.6.30;10.2.6.31;10.2.6.32;10.2.6.4;10.2.6.5;10.2.6.6;10.2.6.7;10.2.6.8;10.2.6.9;10.2.7.10;10.2.7.11;10.2.7.12;10.2.7.13;10.2.7.14;10.2.7.15;10.2.7.16;10.2.7.17;10.2.7.18;10.2.7.19;10.2.7.2;10.2.7.20;10.2.7.21;10.2.7.22;10.2.7.23;10.2.7.24;10.2.7.25;10.2.7.26;10.2.7.27;10.2.7.28;10.2.7.29;10.2.7.3;10.2.7.30;10.2.7.31;10.2.7.32;10.2.7.4;10.2.7.5;10.2.7.6;10.2.7.7;10.2.7.8;10.2.7.9;10.2.8.10;10.2.8.11;10.2.8.12;10.2.8.13;10.2.8.14;10.2.8.15;10.2.8.16;10.2.8.17;10.2.8.18;10.2.8.19;10.2.8.2;10.2.8.20;10.2.8.21;10.2.8.22;10.2.8.23;10.2.8.24;10.2.8.25;10.2.8.26;10.2.8.27;10.2.8.28;10.2.8.29;10.2.8.3;10.2.8.30;10.2.8.31;10.2.8.32;10.2.8.4;10.2.8.5;10.2.8.6;10.2.8.7;10.2.8.8;10.2.8.9;10.2.9.10;10.2.9.11;10.2.9.12;10.2.9.13;10.2.9.14;10.2.9.15;10.2.9.16;10.2.9.17;10.2.9.18;10.2.9.19;10.2.9.2;10.2.9.20;10.2.9.21;10.2.9.22;10.2.9.23;10.2.9.24;10.2.9.25;10.2.9.26;10.2.9.27;10.2.9.28;10.2.9.29;10.2.9.3;10.2.9.30;10.2.9.31;10.2.9.32;10.2.9.4;10.2.9.5;10.2.9.6;10.2.9.7;10.2.9.8;10.2.9.9,1786166459680958,1786166459765496,1786166459776695,84538,11199,11.199000,4197,0
2,0,685,16,250,10.2.2.10;10.2.2.11;10.2.2.12;10.2.2.13;10.2.2.14;10.2.2.15;10.2.2.16;10.2.2.17;10.2.2.18;10.2.2.19;10.2.2.2;10.2.2.20;10.2.2.21;10.2.2.22;10.2.2.23;10.2.2.24;10.2.2.25;10.2.2.26;10.2.2.27;10.2.2.28;10.2.2.29;10.2.2.3;10.2.2.30;10.2.2.31;10.2.2.32;10.2.2.33;10.2.2.4;10.2.2.5;10.2.2.6;10.2.2.7;10.2.2.8;10.2.2.9;10.2.3.10;10.2.3.11;10.2.3.12;10.2.3.13;10.2.3.14;10.2.3.15;10.2.3.16;10.2.3.17;10.2.3.18;10.2.3.19;10.2.3.2;10.2.3.20;10.2.3.21;10.2.3.22;10.2.3.23;10.2.3.24;10.2.3.25;10.2.3.26;10.2.3.27;10.2.3.28;10.2.3.29;10.2.3.3;10.2.3.30;10.2.3.31;10.2.3.32;10.2.3.33;10.2.3.4;10.2.3.5;10.2.3.6;10.2.3.7;10.2.3.8;10.2.3.9;10.2.4.10;10.2.4.11;10.2.4.12;10.2.4.13;10.2.4.14;10.2.4.15;10.2.4.16;10.2.4.17;10.2.4.18;10.2.4.19;10.2.4.2;10.2.4.20;10.2.4.21;10.2.4.22;10.2.4.23;10.2.4.24;10.2.4.25;10.2.4.26;10.2.4.27;10.2.4.28;10.2.4.29;10.2.4.3;10.2.4.30;10.2.4.31;10.2.4.32;10.2.4.4;10.2.4.5;10.2.4.6;10.2.4.7;10.2.4.8;10.2.4.9;10.2.5.10;10.2.5.11;10.2.5.12;10.2.5.13;10.2.5.14;10.2.5.15;10.2.5.16;10.2.5.17;10.2.5.18;10.2.5.19;10.2.5.2;10.2.5.20;10.2.5.21;10.2.5.22;10.2.5.23;10.2.5.24;10.2.5.25;10.2.5.26;10.2.5.27;10.2.5.28;10.2.5.29;10.2.5.3;10.2.5.30;10.2.5.31;10.2.5.32;10.2.5.4;10.2.5.5;10.2.5.6;10.2.5.7;10.2.5.8;10.2.5.9;10.2.6.10;10.2.6.11;10.2.6.12;10.2.6.13;10.2.6.14;10.2.6.15;10.2.6.16;10.2.6.17;10.2.6.18;10.2.6.19;10.2.6.2;10.2.6.20;10.2.6.21;10.2.6.22;10.2.6.23;10.2.6.24;10.2.6.25;10.2.6.26;10.2.6.27;10.2.6.28;10.2.6.29;10.2.6.3;10.2.6.30;10.2.6.31;10.2.6.32;10.2.6.4;10.2.6.5;10.2.6.6;10.2.6.7;10.2.6.8;10.2.6.9;10.2.7.10;10.2.7.11;10.2.7.12;10.2.7.13;10.2.7.14;10.2.7.15;10.2.7.16;10.2.7.17;10.2.7.18;10.2.7.19;10.2.7.2;10.2.7.20;10.2.7.21;10.2.7.22;10.2.7.23;10.2.7.24;10.2.7.25;10.2.7.26;10.2.7.27;10.2.7.28;10.2.7.29;10.2.7.3;10.2.7.30;10.2.7.31;10.2.7.32;10.2.7.4;10.2.7.5;10.2.7.6;10.2.7.7;10.2.7.8;10.2.7.9;10.2.8.10;10.2.8.11;10.2.8.12;10.2.8.13;10.2.8.14;10.2.8.15;10.2.8.16;10.2.8.17;10.2.8.18;10.2.8.19;10.2.8.2;10.2.8.20;10.2.8.21;10.2.8.22;10.2.8.23;10.2.8.24;10.2.8.25;10.2.8.26;10.2.8.27;10.2.8.28;10.2.8.29;10.2.8.3;10.2.8.30;10.2.8.31;10.2.8.32;10.2.8.4;10.2.8.5;10.2.8.6;10.2.8.7;10.2.8.8;10.2.8.9;10.2.9.10;10.2.9.11;10.2.9.12;10.2.9.13;10.2.9.14;10.2.9.15;10.2.9.16;10.2.9.17;10.2.9.18;10.2.9.19;10.2.9.2;10.2.9.20;10.2.9.21;10.2.9.22;10.2.9.23;10.2.9.24;10.2.9.25;10.2.9.26;10.2.9.27;10.2.9.28;10.2.9.29;10.2.9.3;10.2.9.30;10.2.9.31;10.2.9.32;10.2.9.4;10.2.9.5;10.2.9.6;10.2.9.7;10.2.9.8;10.2.9.9,1786166459777830,1786166459866412,1786166459873766,88582,7354,7.354000,6206,0
3,0,685,17,250,10.2.2.10;10.2.2.11;10.2.2.12;10.2.2.13;10.2.2.14;10.2.2.15;10.2.2.16;10.2.2.17;10.2.2.18;10.2.2.19;10.2.2.2;10.2.2.20;10.2.2.21;10.2.2.22;10.2.2.23;10.2.2.24;10.2.2.25;10.2.2.26;10.2.2.27;10.2.2.28;10.2.2.29;10.2.2.3;10.2.2.30;10.2.2.31;10.2.2.32;10.2.2.33;10.2.2.4;10.2.2.5;10.2.2.6;10.2.2.7;10.2.2.8;10.2.2.9;10.2.3.10;10.2.3.11;10.2.3.12;10.2.3.13;10.2.3.14;10.2.3.15;10.2.3.16;10.2.3.17;10.2.3.18;10.2.3.19;10.2.3.2;10.2.3.20;10.2.3.21;10.2.3.22;10.2.3.23;10.2.3.24;10.2.3.25;10.2.3.26;10.2.3.27;10.2.3.28;10.2.3.29;10.2.3.3;10.2.3.30;10.2.3.31;10.2.3.32;10.2.3.33;10.2.3.4;10.2.3.5;10.2.3.6;10.2.3.7;10.2.3.8;10.2.3.9;10.2.4.10;10.2.4.11;10.2.4.12;10.2.4.13;10.2.4.14;10.2.4.15;10.2.4.16;10.2.4.17;10.2.4.18;10.2.4.19;10.2.4.2;10.2.4.20;10.2.4.21;10.2.4.22;10.2.4.23;10.2.4.24;10.2.4.25;10.2.4.26;10.2.4.27;10.2.4.28;10.2.4.29;10.2.4.3;10.2.4.30;10.2.4.31;10.2.4.32;10.2.4.4;10.2.4.5;10.2.4.6;10.2.4.7;10.2.4.8;10.2.4.9;10.2.5.10;10.2.5.11;10.2.5.12;10.2.5.13;10.2.5.14;10.2.5.15;10.2.5.16;10.2.5.17;10.2.5.18;10.2.5.19;10.2.5.2;10.2.5.20;10.2.5.21;10.2.5.22;10.2.5.23;10.2.5.24;10.2.5.25;10.2.5.26;10.2.5.27;10.2.5.28;10.2.5.29;10.2.5.3;10.2.5.30;10.2.5.31;10.2.5.32;10.2.5.4;10.2.5.5;10.2.5.6;10.2.5.7;10.2.5.8;10.2.5.9;10.2.6.10;10.2.6.11;10.2.6.12;10.2.6.13;10.2.6.14;10.2.6.15;10.2.6.16;10.2.6.17;10.2.6.18;10.2.6.19;10.2.6.2;10.2.6.20;10.2.6.21;10.2.6.22;10.2.6.23;10.2.6.24;10.2.6.25;10.2.6.26;10.2.6.27;10.2.6.28;10.2.6.29;10.2.6.3;10.2.6.30;10.2.6.31;10.2.6.32;10.2.6.4;10.2.6.5;10.2.6.6;10.2.6.7;10.2.6.8;10.2.6.9;10.2.7.10;10.2.7.11;10.2.7.12;10.2.7.13;10.2.7.14;10.2.7.15;10.2.7.16;10.2.7.17;10.2.7.18;10.2.7.19;10.2.7.2;10.2.7.20;10.2.7.21;10.2.7.22;10.2.7.23;10.2.7.24;10.2.7.25;10.2.7.26;10.2.7.27;10.2.7.28;10.2.7.29;10.2.7.3;10.2.7.30;10.2.7.31;10.2.7.32;10.2.7.4;10.2.7.5;10.2.7.6;10.2.7.7;10.2.7.8;10.2.7.9;10.2.8.10;10.2.8.11;10.2.8.12;10.2.8.13;10.2.8.14;10.2.8.15;10.2.8.16;10.2.8.17;10.2.8.18;10.2.8.19;10.2.8.2;10.2.8.20;10.2.8.21;10.2.8.22;10.2.8.23;10.2.8.24;10.2.8.25;10.2.8.26;10.2.8.27;10.2.8.28;10.2.8.29;10.2.8.3;10.2.8.30;10.2.8.31;10.2.8.32;10.2.8.4;10.2.8.5;10.2.8.6;10.2.8.7;10.2.8.8;10.2.8.9;10.2.9.10;10.2.9.11;10.2.9.12;10.2.9.13;10.2.9.14;10.2.9.15;10.2.9.16;10.2.9.17;10.2.9.18;10.2.9.19;10.2.9.2;10.2.9.20;10.2.9.21;10.2.9.22;10.2.9.23;10.2.9.24;10.2.9.25;10.2.9.26;10.2.9.27;10.2.9.28;10.2.9.29;10.2.9.3;10.2.9.30;10.2.9.31;10.2.9.32;10.2.9.4;10.2.9.5;10.2.9.6;10.2.9.7;10.2.9.8;10.2.9.9,1786166459875072,1786166459961326,1786166460058412,86254,97086,97.086000,9257,0
4,0,685,18,250,10.2.2.10;10.2.2.11;10.2.2.12;10.2.2.13;10.2.2.14;10.2.2.15;10.2.2.16;10.2.2.17;10.2.2.18;10.2.2.19;10.2.2.2;10.2.2.20;10.2.2.21;10.2.2.22;10.2.2.23;10.2.2.24;10.2.2.25;10.2.2.26;10.2.2.27;10.2.2.28;10.2.2.29;10.2.2.3;10.2.2.30;10.2.2.31;10.2.2.32;10.2.2.33;10.2.2.4;10.2.2.5;10.2.2.6;10.2.2.7;10.2.2.8;10.2.2.9;10.2.3.10;10.2.3.11;10.2.3.12;10.2.3.13;10.2.3.14;10.2.3.15;10.2.3.16;10.2.3.17;10.2.3.18;10.2.3.19;10.2.3.2;10.2.3.20;10.2.3.21;10.2.3.22;10.2.3.23;10.2.3.24;10.2.3.25;10.2.3.26;10.2.3.27;10.2.3.28;10.2.3.29;10.2.3.3;10.2.3.30;10.2.3.31;10.2.3.32;10.2.3.33;10.2.3.4;10.2.3.5;10.2.3.6;10.2.3.7;10.2.3.8;10.2.3.9;10.2.4.10;10.2.4.11;10.2.4.12;10.2.4.13;10.2.4.14;10.2.4.15;10.2.4.16;10.2.4.17;10.2.4.18;10.2.4.19;10.2.4.2;10.2.4.20;10.2.4.21;10.2.4.22;10.2.4.23;10.2.4.24;10.2.4.25;10.2.4.26;10.2.4.27;10.2.4.28;10.2.4.29;10.2.4.3;10.2.4.30;10.2.4.31;10.2.4.32;10.2.4.4;10.2.4.5;10.2.4.6;10.2.4.7;10.2.4.8;10.2.4.9;10.2.5.10;10.2.5.11;10.2.5.12;10.2.5.13;10.2.5.14;10.2.5.15;10.2.5.16;10.2.5.17;10.2.5.18;10.2.5.19;10.2.5.2;10.2.5.20;10.2.5.21;10.2.5.22;10.2.5.23;10.2.5.24;10.2.5.25;10.2.5.26;10.2.5.27;10.2.5.28;10.2.5.29;10.2.5.3;10.2.5.30;10.2.5.31;10.2.5.32;10.2.5.4;10.2.5.5;10.2.5.6;10.2.5.7;10.2.5.8;10.2.5.9;10.2.6.10;10.2.6.11;10.2.6.12;10.2.6.13;10.2.6.14;10.2.6.15;10.2.6.16;10.2.6.17;10.2.6.18;10.2.6.19;10.2.6.2;10.2.6.20;10.2.6.21;10.2.6.22;10.2.6.23;10.2.6.24;10.2.6.25;10.2.6.26;10.2.6.27;10.2.6.28;10.2.6.29;10.2.6.3;10.2.6.30;10.2.6.31;10.2.6.32;10.2.6.4;10.2.6.5;10.2.6.6;10.2.6.7;10.2.6.8;10.2.6.9;10.2.7.10;10.2.7.11;10.2.7.12;10.2.7.13;10.2.7.14;10.2.7.15;10.2.7.16;10.2.7.17;10.2.7.18;10.2.7.19;10.2.7.2;10.2.7.20;10.2.7.21;10.2.7.22;10.2.7.23;10.2.7.24;10.2.7.25;10.2.7.26;10.2.7.27;10.2.7.28;10.2.7.29;10.2.7.3;10.2.7.30;10.2.7.31;10.2.7.32;10.2.7.4;10.2.7.5;10.2.7.6;10.2.7.7;10.2.7.8;10.2.7.9;10.2.8.10;10.2.8.11;10.2.8.12;10.2.8.13;10.2.8.14;10.2.8.15;10.2.8.16;10.2.8.17;10.2.8.18;10.2.8.19;10.2.8.2;10.2.8.20;10.2.8.21;10.2.8.22;10.2.8.23;10.2.8.24;10.2.8.25;10.2.8.26;10.2.8.27;10.2.8.28;10.2.8.29;10.2.8.3;10.2.8.30;10.2.8.31;10.2.8.32;10.2.8.4;10.2.8.5;10.2.8.6;10.2.8.7;10.2.8.8;10.2.8.9;10.2.9.10;10.2.9.11;10.2.9.12;10.2.9.13;10.2.9.14;10.2.9.15;10.2.9.16;10.2.9.17;10.2.9.18;10.2.9.19;10.2.9.2;10.2.9.20;10.2.9.21;10.2.9.22;10.2.9.23;10.2.9.24;10.2.9.25;10.2.9.26;10.2.9.27;10.2.9.28;10.2.9.29;10.2.9.3;10.2.9.30;10.2.9.31;10.2.9.32;10.2.9.4;10.2.9.5;10.2.9.6;10.2.9.7;10.2.9.8;10.2.9.9,1786166460059799,1786166460201466,1786166460240423,141667,38957,38.957000,12267,0
5,0,685,19,250,10.2.2.10;10.2.2.11;10.2.2.12;10.2.2.13;10.2.2.14;10.2.2.15;10.2.2.16;10.2.2.17;10.2.2.18;10.2.2.19;10.2.2.2;10.2.2.20;10.2.2.21;10.2.2.22;10.2.2.23;10.2.2.24;10.2.2.25;10.2.2.26;10.2.2.27;10.2.2.28;10.2.2.29;10.2.2.3;10.2.2.30;10.2.2.31;10.2.2.32;10.2.2.33;10.2.2.4;10.2.2.5;10.2.2.6;10.2.2.7;10.2.2.8;10.2.2.9;10.2.3.10;10.2.3.11;10.2.3.12;10.2.3.13;10.2.3.14;10.2.3.15;10.2.3.16;10.2.3.17;10.2.3.18;10.2.3.19;10.2.3.2;10.2.3.20;10.2.3.21;10.2.3.22;10.2.3.23;10.2.3.24;10.2.3.25;10.2.3.26;10.2.3.27;10.2.3.28;10.2.3.29;10.2.3.3;10.2.3.30;10.2.3.31;10.2.3.32;10.2.3.33;10.2.3.4;10.2.3.5;10.2.3.6;10.2.3.7;10.2.3.8;10.2.3.9;10.2.4.10;10.2.4.11;10.2.4.12;10.2.4.13;10.2.4.14;10.2.4.15;10.2.4.16;10.2.4.17;10.2.4.18;10.2.4.19;10.2.4.2;10.2.4.20;10.2.4.21;10.2.4.22;10.2.4.23;10.2.4.24;10.2.4.25;10.2.4.26;10.2.4.27;10.2.4.28;10.2.4.29;10.2.4.3;10.2.4.30;10.2.4.31;10.2.4.32;10.2.4.4;10.2.4.5;10.2.4.6;10.2.4.7;10.2.4.8;10.2.4.9;10.2.5.10;10.2.5.11;10.2.5.12;10.2.5.13;10.2.5.14;10.2.5.15;10.2.5.16;10.2.5.17;10.2.5.18;10.2.5.19;10.2.5.2;10.2.5.20;10.2.5.21;10.2.5.22;10.2.5.23;10.2.5.24;10.2.5.25;10.2.5.26;10.2.5.27;10.2.5.28;10.2.5.29;10.2.5.3;10.2.5.30;10.2.5.31;10.2.5.32;10.2.5.4;10.2.5.5;10.2.5.6;10.2.5.7;10.2.5.8;10.2.5.9;10.2.6.10;10.2.6.11;10.2.6.12;10.2.6.13;10.2.6.14;10.2.6.15;10.2.6.16;10.2.6.17;10.2.6.18;10.2.6.19;10.2.6.2;10.2.6.20;10.2.6.21;10.2.6.22;10.2.6.23;10.2.6.24;10.2.6.25;10.2.6.26;10.2.6.27;10.2.6.28;10.2.6.29;10.2.6.3;10.2.6.30;10.2.6.31;10.2.6.32;10.2.6.4;10.2.6.5;10.2.6.6;10.2.6.7;10.2.6.8;10.2.6.9;10.2.7.10;10.2.7.11;10.2.7.12;10.2.7.13;10.2.7.14;10.2.7.15;10.2.7.16;10.2.7.17;10.2.7.18;10.2.7.19;10.2.7.2;10.2.7.20;10.2.7.21;10.2.7.22;10.2.7.23;10.2.7.24;10.2.7.25;10.2.7.26;10.2.7.27;10.2.7.28;10.2.7.29;10.2.7.3;10.2.7.30;10.2.7.31;10.2.7.32;10.2.7.4;10.2.7.5;10.2.7.6;10.2.7.7;10.2.7.8;10.2.7.9;10.2.8.10;10.2.8.11;10.2.8.12;10.2.8.13;10.2.8.14;10.2.8.15;10.2.8.16;10.2.8.17;10.2.8.18;10.2.8.19;10.2.8.2;10.2.8.20;10.2.8.21;10.2.8.22;10.2.8.23;10.2.8.24;10.2.8.25;10.2.8.26;10.2.8.27;10.2.8.28;10.2.8.29;10.2.8.3;10.2.8.30;10.2.8.31;10.2.8.32;10.2.8.4;10.2.8.5;10.2.8.6;10.2.8.7;10.2.8.8;10.2.8.9;10.2.9.10;10.2.9.11;10.2.9.12;10.2.9.13;10.2.9.14;10.2.9.15;10.2.9.16;10.2.9.17;10.2.9.18;10.2.9.19;10.2.9.2;10.2.9.20;10.2.9.21;10.2.9.22;10.2.9.23;10.2.9.24;10.2.9.25;10.2.9.26;10.2.9.27;10.2.9.28;10.2.9.29;10.2.9.3;10.2.9.30;10.2.9.31;10.2.9.32;10.2.9.4;10.2.9.5;10.2.9.6;10.2.9.7;10.2.9.8;10.2.9.9,1786166460241658,1786166460401058,1786166460425117,159400,24059,24.059000,16284,0
