Data plane is up
Running irtt
UE IP is 10.45.0.6
[Connecting] connecting to 10.4.1.1
[10.4.1.1:2112] [Connected] connection established
seq=0 rtt=1.2s rd=227.6ms sd=972.4ms ipdv=n/a
seq=1 rtt=1.05s rd=220.7ms sd=833.8ms ipdv=145.4ms
seq=2 rtt=1.38s rd=199.2ms sd=1.18s ipdv=325.7ms
seq=3 rtt=1.18s rd=199.3ms sd=981.7ms ipdv=199.3ms
seq=4 rtt=1.63s rd=275.9ms sd=1.35s ipdv=448.7ms
seq=5 rtt=1.57s rd=350.7ms sd=1.22s ipdv=59.75ms
seq=6 rtt=1.37s rd=350.6ms sd=1.02s ipdv=199.3ms
seq=7 rtt=1.35s rd=454.7ms sd=893.9ms ipdv=22ms
seq=8 rtt=2.19s rd=199.7ms sd=1.99s ipdv=837.3ms
seq=9 rtt=2.07s rd=207.4ms sd=1.86s ipdv=119.6ms
seq=10 rtt=1.87s rd=207.4ms sd=1.66s ipdv=200.4ms
seq=11 rtt=2.35s rd=197.6ms sd=2.15s ipdv=485.4ms
seq=12 rtt=2.15s rd=197.6ms sd=1.95s ipdv=199.3ms
seq=13 rtt=1.95s rd=197.6ms sd=1.75s ipdv=200.5ms
seq=14 rtt=1.75s rd=197.6ms sd=1.55s ipdv=200.1ms
seq=15 rtt=1.55s rd=197.6ms sd=1.35s ipdv=199.3ms
seq=17 rtt=1.75s rd=146.2ms sd=1.61s ipdv=n/a
seq=18 rtt=2.71s rd=189ms sd=2.52s ipdv=957.8ms
seq=19 rtt=2.57s rd=178.1ms sd=2.39s ipdv=144.5ms
seq=20 rtt=2.81s rd=127.9ms sd=2.69s ipdv=247ms
seq=21 rtt=2.61s rd=128ms sd=2.49s ipdv=199.2ms
seq=22 rtt=2.57s rd=267.9ms sd=2.3s ipdv=48.2ms
seq=23 rtt=2.37s rd=268ms sd=2.1s ipdv=200.1ms
seq=24 rtt=2.17s rd=267.9ms sd=1.9s ipdv=200.4ms
seq=25 rtt=2.48s rd=200.6ms sd=2.28s ipdv=317.3ms
seq=26 rtt=2.28s rd=200.6ms sd=2.08s ipdv=200.2ms
seq=27 rtt=2.22s rd=271ms sd=1.94s ipdv=66.8ms
seq=28 rtt=2.08s rd=262.4ms sd=1.82s ipdv=138.2ms
seq=29 rtt=7.3s rd=207.7ms sd=7.09s ipdv=5.22s
seq=30 rtt=7.1s rd=207.7ms sd=6.89s ipdv=200.3ms
seq=31 rtt=6.9s rd=207.6ms sd=6.69s ipdv=199.3ms
seq=32 rtt=6.7s rd=207.6ms sd=6.49s ipdv=200.2ms
seq=33 rtt=6.5s rd=207.6ms sd=6.29s ipdv=200.3ms
seq=53 rtt=3.03s rd=163.5ms sd=2.87s ipdv=n/a
seq=54 rtt=2.9s rd=192.9ms sd=2.71s ipdv=127.9ms
seq=55 rtt=2.81s rd=233.8ms sd=2.57s ipdv=94.8ms
seq=56 rtt=2.61s rd=233.8ms sd=2.37s ipdv=200.3ms
seq=57 rtt=2.82s rd=133.3ms sd=2.69s ipdv=214.3ms
seq=58 rtt=3.25s rd=214ms sd=3.04s ipdv=428ms
seq=59 rtt=3.05s rd=214ms sd=2.84s ipdv=200.3ms
seq=60 rtt=3.05s rd=321.9ms sd=2.73s ipdv=91.6µs
seq=61 rtt=2.96s rd=306.3ms sd=2.66s ipdv=88.14ms
seq=62 rtt=3.25s rd=191.4ms sd=3.06s ipdv=292.5ms
seq=63 rtt=3.53s rd=136.1ms sd=3.39s ipdv=271.5ms
seq=64 rtt=3.42s rd=143.2ms sd=3.27s ipdv=110.3ms
seq=65 rtt=3.22s rd=143.2ms sd=3.07s ipdv=200.4ms
seq=66 rtt=3.02s rd=143.1ms sd=2.87s ipdv=200.2ms
seq=67 rtt=2.82s rd=143.2ms sd=2.67s ipdv=199.2ms
seq=68 rtt=2.62s rd=143.2ms sd=2.47s ipdv=200.4ms
seq=69 rtt=2.91s rd=179.1ms sd=2.73s ipdv=298.2ms
seq=70 rtt=2.8s rd=217ms sd=2.58s ipdv=112.5ms
seq=71 rtt=3.19s rd=237.9ms sd=2.95s ipdv=385.3ms
seq=72 rtt=2.99s rd=237.9ms sd=2.75s ipdv=200.3ms
seq=73 rtt=2.89s rd=272.2ms sd=2.61s ipdv=99.45ms
seq=74 rtt=2.74s rd=220.7ms sd=2.52s ipdv=142.4ms
seq=75 rtt=3.09s rd=208.8ms sd=2.88s ipdv=341.1ms
seq=76 rtt=3.6s rd=324.4ms sd=3.27s ipdv=511.2ms
seq=77 rtt=3.4s rd=324.2ms sd=3.07s ipdv=199.3ms
seq=78 rtt=3.2s rd=324ms sd=2.87s ipdv=200.4ms
seq=79 rtt=3s rd=272.8ms sd=2.72s ipdv=200.3ms
seq=80 rtt=2.8s rd=272.8ms sd=2.52s ipdv=200.3ms
seq=81 rtt=2.6s rd=272.8ms sd=2.32s ipdv=199.2ms
seq=82 rtt=2.45s rd=248.4ms sd=2.2s ipdv=144.8ms
seq=83 rtt=2.72s rd=154.3ms sd=2.56s ipdv=262.6ms
seq=84 rtt=2.52s rd=154.3ms sd=2.36s ipdv=199.7ms
seq=85 rtt=3.24s rd=491.9ms sd=2.75s ipdv=723.9ms
seq=86 rtt=3.04s rd=425.7ms sd=2.61s ipdv=199.3ms
seq=87 rtt=2.84s rd=351.5ms sd=2.49s ipdv=200.1ms
seq=88 rtt=6.18s rd=187ms sd=5.99s ipdv=3.34s
seq=89 rtt=5.98s rd=187ms sd=5.79s ipdv=200.3ms
seq=90 rtt=5.78s rd=186.9ms sd=5.59s ipdv=200.3ms
seq=91 rtt=5.58s rd=187ms sd=5.39s ipdv=200.2ms
seq=92 rtt=5.38s rd=186.9ms sd=5.19s ipdv=199.4ms
seq=98 rtt=4.24s rd=183.3ms sd=4.05s ipdv=n/a
seq=99 rtt=4.53s rd=186.7ms sd=4.34s ipdv=293.7ms
seq=100 rtt=4.33s rd=186.6ms sd=4.14s ipdv=200.4ms
seq=101 rtt=4.2s rd=165.4ms sd=4.03s ipdv=132.3ms
seq=102 rtt=4s rd=165.4ms sd=3.83s ipdv=199.6ms
seq=103 rtt=3.8s rd=165.4ms sd=3.63s ipdv=200.4ms
seq=104 rtt=4.29s rd=253.1ms sd=4.04s ipdv=493ms
seq=105 rtt=4.17s rd=229.1ms sd=3.94s ipdv=119.9ms
seq=106 rtt=3.97s rd=229.1ms sd=3.74s ipdv=200.4ms
seq=107 rtt=4.19s rd=133.4ms sd=4.06s ipdv=219.4ms
seq=108 rtt=3.99s rd=133.4ms sd=3.86s ipdv=200.3ms
seq=109 rtt=3.91s rd=197.5ms sd=3.72s ipdv=76.75ms
seq=110 rtt=3.71s rd=197.5ms sd=3.52s ipdv=199.2ms
seq=111 rtt=3.51s rd=197.5ms sd=3.32s ipdv=200.4ms
seq=112 rtt=3.83s rd=169.6ms sd=3.66s ipdv=313.1ms
seq=113 rtt=3.72s rd=187.2ms sd=3.53s ipdv=106.8ms
