Data plane is up
Running irtt
UE IP is 10.45.0.26
[Connecting] connecting to 10.4.1.1
[10.4.1.1:2112] [Connected] connection established
seq=0 rtt=1.27s rd=141.8ms sd=1.13s ipdv=n/a
seq=1 rtt=1.17s rd=169.1ms sd=998.6ms ipdv=99.95ms
seq=2 rtt=1.49s rd=99.81ms sd=1.39s ipdv=317.9ms
seq=3 rtt=1.39s rd=134.9ms sd=1.25s ipdv=95.85ms
seq=4 rtt=1.82s rd=81.66ms sd=1.74s ipdv=427.6ms
seq=5 rtt=1.62s rd=81.7ms sd=1.54s ipdv=200.4ms
seq=6 rtt=1.42s rd=81.7ms sd=1.34s ipdv=199.3ms
seq=7 rtt=1.38s rd=193.8ms sd=1.19s ipdv=38.05ms
seq=8 rtt=1.24s rd=149.4ms sd=1.09s ipdv=144.4ms
seq=9 rtt=1.43s rd=51.23ms sd=1.38s ipdv=198.1ms
seq=10 rtt=1.39s rd=164.5ms sd=1.22s ipdv=46.6ms
seq=11 rtt=1.79s rd=171.9ms sd=1.61s ipdv=399.7ms
seq=12 rtt=1.59s rd=171.9ms sd=1.41s ipdv=200.2ms
seq=13 rtt=1.54s rd=266.2ms sd=1.27s ipdv=45.05ms
seq=14 rtt=1.38s rd=193.9ms sd=1.18s ipdv=163.1ms
seq=15 rtt=1.58s rd=91.77ms sd=1.49s ipdv=199.4ms
seq=16 rtt=1.38s rd=91.75ms sd=1.29s ipdv=200.3ms
seq=17 rtt=1.24s rd=129.5ms sd=1.11s ipdv=134.6ms
seq=18 rtt=1.66s rd=222.1ms sd=1.44s ipdv=414.7ms
seq=19 rtt=1.46s rd=222ms sd=1.23s ipdv=200.4ms
seq=20 rtt=1.31s rd=216.6ms sd=1.1s ipdv=144.8ms
seq=21 rtt=1.16s rd=204.7ms sd=955.6ms ipdv=151.9ms
seq=22 rtt=1.28s rd=29.6ms sd=1.25s ipdv=123ms
seq=23 rtt=1.96s rd=213.2ms sd=1.74s ipdv=672.7ms
seq=24 rtt=1.76s rd=213.2ms sd=1.54s ipdv=199.8ms
seq=25 rtt=1.63s rd=210.8ms sd=1.42s ipdv=129.4ms
seq=26 rtt=1.93s rd=123.3ms sd=1.81s ipdv=305.7ms
seq=27 rtt=1.73s rd=123.3ms sd=1.61s ipdv=200.6ms
seq=28 rtt=1.62s rd=165.1ms sd=1.45s ipdv=113.1ms
seq=29 rtt=1.42s rd=165.1ms sd=1.25s ipdv=200.2ms
seq=30 rtt=1.84s rd=195.9ms sd=1.64s ipdv=421.9ms
seq=31 rtt=1.64s rd=195.9ms sd=1.45s ipdv=199.3ms
seq=32 rtt=1.52s rd=216.4ms sd=1.31s ipdv=118.9ms
seq=33 rtt=1.38s rd=196.6ms sd=1.18s ipdv=147ms
seq=34 rtt=1.61s rd=61.03ms sd=1.54s ipdv=230.6ms
seq=35 rtt=1.41s rd=61.01ms sd=1.34s ipdv=200.4ms
seq=36 rtt=1.96s rd=98.75ms sd=1.86s ipdv=552.8ms
seq=37 rtt=1.76s rd=98.71ms sd=1.66s ipdv=200.4ms
seq=38 rtt=1.61s rd=83.7ms sd=1.53s ipdv=144.6ms
seq=39 rtt=1.9s rd=103.7ms sd=1.8s ipdv=290.9ms
seq=40 rtt=1.7s rd=103.7ms sd=1.6s ipdv=200.8ms
seq=41 rtt=1.59s rd=147.2ms sd=1.44s ipdv=111.5ms
seq=42 rtt=1.39s rd=147.2ms sd=1.24s ipdv=200.3ms
seq=43 rtt=1.19s rd=147.2ms sd=1.04s ipdv=200ms
seq=44 rtt=1.44s rd=60.28ms sd=1.38s ipdv=245.4ms
seq=45 rtt=1.24s rd=60.25ms sd=1.18s ipdv=199.3ms
seq=46 rtt=1.17s rd=135.9ms sd=1.03s ipdv=68.6ms
seq=47 rtt=1.02s rd=117.7ms sd=906.6ms ipdv=145.1ms
seq=48 rtt=1.27s rd=88.11ms sd=1.18s ipdv=243.5ms
seq=49 rtt=1.22s rd=202.3ms sd=1.02s ipdv=46.65ms
seq=50 rtt=1.61s rd=210.1ms sd=1.4s ipdv=388.6ms
seq=51 rtt=1.41s rd=210.2ms sd=1.2s ipdv=199.3ms
seq=52 rtt=1.33s rd=267ms sd=1.07s ipdv=78.05ms
seq=53 rtt=1.21s rd=275ms sd=935.4ms ipdv=122ms
seq=54 rtt=1.4s rd=76.11ms sd=1.32s ipdv=189.5ms
seq=55 rtt=2.04s rd=284.8ms sd=1.75s ipdv=638.1ms
seq=56 rtt=1.84s rd=200.3ms sd=1.64s ipdv=200ms
seq=57 rtt=2.12s rd=106.5ms sd=2.02s ipdv=283.6ms
seq=58 rtt=1.92s rd=106.5ms sd=1.81s ipdv=200.3ms
seq=59 rtt=1.72s rd=106.5ms sd=1.61s ipdv=200.4ms
seq=60 rtt=1.52s rd=106.5ms sd=1.41s ipdv=199.8ms
seq=61 rtt=2.05s rd=159.6ms sd=1.89s ipdv=529.1ms
seq=62 rtt=2.35s rd=84.42ms sd=2.26s ipdv=298ms
seq=63 rtt=2.69s rd=74.61ms sd=2.61s ipdv=338.9ms
seq=64 rtt=2.49s rd=74.54ms sd=2.41s ipdv=199.3ms
seq=65 rtt=2.29s rd=74.51ms sd=2.21s ipdv=200.4ms
seq=66 rtt=2.09s rd=74.56ms sd=2.01s ipdv=199.5ms
seq=67 rtt=1.89s rd=74.55ms sd=1.81s ipdv=200.4ms
seq=68 rtt=1.75s rd=65.43ms sd=1.69s ipdv=134.4ms
seq=69 rtt=2.03s rd=90.62ms sd=1.94s ipdv=272.8ms
seq=70 rtt=1.94s rd=164ms sd=1.78s ipdv=81.55ms
seq=71 rtt=2.3s rd=144.6ms sd=2.16s ipdv=358.6ms
seq=72 rtt=2.1s rd=144.6ms sd=1.96s ipdv=200.7ms
seq=73 rtt=2.01s rd=212ms sd=1.8s ipdv=87.5ms
seq=74 rtt=1.87s rd=189.7ms sd=1.68s ipdv=149.7ms
seq=75 rtt=2.01s rd=41.76ms sd=1.97s ipdv=147.2ms
seq=76 rtt=1.89s rd=78.69ms sd=1.82s ipdv=118.3ms
seq=77 rtt=2.36s rd=167ms sd=2.19s ipdv=462.9ms
seq=78 rtt=2.16s rd=167ms sd=1.99s ipdv=200.4ms
seq=79 rtt=1.96s rd=167ms sd=1.79s ipdv=199.3ms
seq=80 rtt=1.81s rd=177ms sd=1.63s ipdv=147.9ms
seq=81 rtt=1.71s rd=220.5ms sd=1.49s ipdv=97.6ms
