Data plane is up
Running irtt
UE IP is 10.45.0.92
[Connecting] connecting to 10.4.1.1
[10.4.1.1:2112] [Connected] connection established
seq=0 rtt=1.27s rd=192.8ms sd=1.07s ipdv=n/a
seq=1 rtt=1.17s rd=221.1ms sd=947.1ms ipdv=98.55ms
seq=2 rtt=1.59s rd=253.2ms sd=1.33s ipdv=418.2ms
seq=3 rtt=1.49s rd=282.1ms sd=1.2s ipdv=101.1ms
seq=4 rtt=1.89s rd=199.1ms sd=1.69s ipdv=401.3ms
seq=5 rtt=1.69s rd=199ms sd=1.49s ipdv=200.4ms
seq=6 rtt=1.49s rd=198.8ms sd=1.29s ipdv=199.4ms
seq=7 rtt=1.38s rd=217.6ms sd=1.16s ipdv=109.2ms
seq=8 rtt=1.64s rd=104.8ms sd=1.53s ipdv=258.5ms
seq=9 rtt=1.44s rd=104.8ms sd=1.33s ipdv=200.3ms
seq=10 rtt=1.41s rd=238.1ms sd=1.17s ipdv=25.55ms
seq=11 rtt=1.82s rd=260.2ms sd=1.56s ipdv=410.6ms
seq=12 rtt=1.62s rd=260.2ms sd=1.36s ipdv=199.3ms
seq=13 rtt=1.45s rd=228.1ms sd=1.22s ipdv=168.9ms
seq=14 rtt=1.32s rd=183.1ms sd=1.13s ipdv=137.2ms
seq=15 rtt=1.12s rd=183.2ms sd=933.3ms ipdv=199.3ms
seq=16 rtt=1.31s rd=73.25ms sd=1.23s ipdv=191.4ms
seq=17 rtt=1.86s rd=199ms sd=1.66s ipdv=547.7ms
seq=18 rtt=1.66s rd=199ms sd=1.46s ipdv=199.6ms
seq=19 rtt=1.53s rd=226.2ms sd=1.3s ipdv=126.6ms
seq=20 rtt=1.77s rd=161.7ms sd=1.61s ipdv=239.5ms
seq=21 rtt=1.57s rd=161.7ms sd=1.41s ipdv=199.9ms
seq=22 rtt=1.44s rd=181.7ms sd=1.26s ipdv=131.7ms
seq=23 rtt=1.24s rd=181.7ms sd=1.06s ipdv=200.5ms
seq=24 rtt=1.62s rd=178.7ms sd=1.44s ipdv=378.6ms
seq=25 rtt=1.42s rd=178.7ms sd=1.24s ipdv=199.2ms
seq=26 rtt=1.36s rd=265.7ms sd=1.09s ipdv=60ms
seq=27 rtt=1.29s rd=330.2ms sd=964ms ipdv=62.15ms
seq=28 rtt=4.19s rd=196.8ms sd=3.99s ipdv=2.9s
seq=29 rtt=3.99s rd=196.8ms sd=3.79s ipdv=199.4ms
seq=30 rtt=3.79s rd=196.7ms sd=3.59s ipdv=200.7ms
seq=31 rtt=3.59s rd=196.7ms sd=3.39s ipdv=199.3ms
seq=32 rtt=3.39s rd=196.7ms sd=3.19s ipdv=200.3ms
seq=39 rtt=2.51s rd=188.4ms sd=2.33s ipdv=n/a
seq=40 rtt=2.31s rd=188.4ms sd=2.13s ipdv=200.3ms
seq=41 rtt=2.17s rd=186.5ms sd=1.99s ipdv=142.7ms
seq=42 rtt=1.97s rd=186.5ms sd=1.79s ipdv=199.4ms
seq=43 rtt=1.88s rd=217.5ms sd=1.66s ipdv=96.9ms
seq=44 rtt=2.1s rd=152.9ms sd=1.94s ipdv=222.1ms
seq=45 rtt=1.9s rd=152.9ms sd=1.74s ipdv=200.4ms
seq=46 rtt=1.82s rd=251.2ms sd=1.57s ipdv=73.1ms
seq=47 rtt=2.27s rd=258.6ms sd=2.02s ipdv=449.5ms
seq=48 rtt=2.07s rd=258.6ms sd=1.82s ipdv=199.3ms
seq=49 rtt=4.29s rd=223.1ms sd=4.06s ipdv=2.21s
seq=50 rtt=5.92s rd=141.4ms sd=5.78s ipdv=1.63s
seq=51 rtt=5.72s rd=141.4ms sd=5.58s ipdv=200.3ms
seq=52 rtt=5.52s rd=141.4ms sd=5.38s ipdv=199.6ms
seq=53 rtt=5.32s rd=141.3ms sd=5.18s ipdv=200.6ms
seq=54 rtt=5.12s rd=141.3ms sd=4.98s ipdv=200.4ms
seq=66 rtt=3.36s rd=208.3ms sd=3.16s ipdv=n/a
seq=67 rtt=3.22s rd=189.8ms sd=3.03s ipdv=146.1ms
seq=68 rtt=3.43s rd=103.5ms sd=3.32s ipdv=207.7ms
seq=69 rtt=3.33s rd=163.4ms sd=3.16s ipdv=98.6ms
seq=70 rtt=3.65s rd=113.6ms sd=3.54s ipdv=322.4ms
seq=71 rtt=3.56s rd=177.5ms sd=3.38s ipdv=92.25ms
seq=72 rtt=3.41s rd=143ms sd=3.27s ipdv=146.5ms
seq=73 rtt=3.68s rd=119.1ms sd=3.56s ipdv=270ms
seq=74 rtt=4.15s rd=238.2ms sd=3.91s ipdv=468.7ms
seq=75 rtt=4.03s rd=231.4ms sd=3.8s ipdv=117ms
seq=76 rtt=3.83s rd=231.3ms sd=3.6s ipdv=200.4ms
seq=77 rtt=3.71s rd=202.3ms sd=3.5s ipdv=124.9ms
seq=78 rtt=3.89s rd=95.45ms sd=3.79s ipdv=182.5ms
seq=79 rtt=4.38s rd=222.4ms sd=4.16s ipdv=492.3ms
seq=80 rtt=4.18s rd=222.4ms sd=3.96s ipdv=200ms
seq=81 rtt=4.07s rd=211.2ms sd=3.86s ipdv=108.9ms
seq=82 rtt=3.87s rd=211.2ms sd=3.66s ipdv=200.3ms
seq=83 rtt=3.67s rd=211.1ms sd=3.46s ipdv=200.3ms
seq=84 rtt=3.47s rd=211.1ms sd=3.26s ipdv=200.3ms
seq=85 rtt=3.27s rd=211.1ms sd=3.06s ipdv=199.3ms
seq=86 rtt=3.16s rd=164.9ms sd=3s ipdv=107.3ms
seq=87 rtt=3.37s rd=116.1ms sd=3.25s ipdv=204.8ms
seq=88 rtt=3.95s rd=329.3ms sd=3.62s ipdv=577.5ms
seq=89 rtt=3.75s rd=262.9ms sd=3.48s ipdv=200.5ms
seq=90 rtt=3.6s rd=245.3ms sd=3.36s ipdv=142.2ms
seq=91 rtt=3.41s rd=245.2ms sd=3.16s ipdv=199.3ms
seq=92 rtt=3.74s rd=194.3ms sd=3.55s ipdv=337.5ms
seq=93 rtt=4.12s rd=184.7ms sd=3.94s ipdv=380ms
seq=94 rtt=6.57s rd=209.6ms sd=6.36s ipdv=2.44s
seq=95 rtt=6.37s rd=209.6ms sd=6.16s ipdv=200.2ms
seq=96 rtt=6.17s rd=209.6ms sd=5.96s ipdv=199.9ms
seq=97 rtt=5.97s rd=209.6ms sd=5.76s ipdv=199.2ms
seq=98 rtt=5.77s rd=209.6ms sd=5.56s ipdv=200.7ms
seq=106 rtt=4.2s rd=136.7ms sd=4.06s ipdv=n/a
seq=107 rtt=4.48s rd=171.1ms sd=4.31s ipdv=282.1ms
seq=108 rtt=4.39s rd=234.7ms sd=4.16s ipdv=85.3ms
seq=109 rtt=4.7s rd=152.1ms sd=4.55s ipdv=309.3ms
seq=110 rtt=4.5s rd=152.1ms sd=4.35s ipdv=200.3ms
seq=111 rtt=4.43s rd=214.5ms sd=4.22s ipdv=71.45ms
seq=112 rtt=4.35s rd=222.9ms sd=4.12s ipdv=86.25ms
seq=113 rtt=4.59s rd=140.2ms sd=4.45s ipdv=240.4ms
seq=114 rtt=4.52s rd=200ms sd=4.32s ipdv=68.8ms
seq=115 rtt=4.83s rd=174.1ms sd=4.66s ipdv=316.7ms
seq=116 rtt=4.75s rd=200.5ms sd=4.55s ipdv=83.71ms
seq=117 rtt=4.61s rd=218.2ms sd=4.39s ipdv=144.9ms
seq=118 rtt=4.91s rd=208.4ms sd=4.7s ipdv=306.9ms
seq=119 rtt=4.76s rd=152.5ms sd=4.61s ipdv=154.3ms
seq=120 rtt=4.56s rd=152.5ms sd=4.41s ipdv=199.4ms
seq=121 rtt=4.86s rd=155.2ms sd=4.71s ipdv=304.2ms
seq=122 rtt=4.78s rd=163.5ms sd=4.62s ipdv=83.55ms
seq=123 rtt=5.05s rd=171.8ms sd=4.87s ipdv=267.2ms
seq=124 rtt=4.85s rd=171.8ms sd=4.67s ipdv=200.4ms
seq=125 rtt=5.25s rd=166.1ms sd=5.09s ipdv=407.2ms
seq=126 rtt=5.05s rd=166.1ms sd=4.89s ipdv=200.4ms
seq=127 rtt=4.98s rd=252.9ms sd=4.73s ipdv=72.25ms
seq=128 rtt=4.81s rd=210ms sd=4.6s ipdv=173ms
seq=129 rtt=5.02s rd=153.6ms sd=4.86s ipdv=210.8ms
seq=130 rtt=4.88s rd=193ms sd=4.69s ipdv=136.9ms
seq=131 rtt=4.68s rd=193ms sd=4.49s ipdv=199.4ms
seq=132 rtt=5.2s rd=341.4ms sd=4.86s ipdv=521.3ms
seq=133 rtt=5s rd=341.4ms sd=4.66s ipdv=199.6ms
seq=134 rtt=4.8s rd=272.2ms sd=4.53s ipdv=200.4ms
seq=135 rtt=4.66s rd=254ms sd=4.4s ipdv=144.6ms
seq=136 rtt=4.91s rd=180.1ms sd=4.73s ipdv=247.6ms
seq=137 rtt=4.82s rd=243.6ms sd=4.58s ipdv=86.2ms
seq=138 rtt=5.32s rd=309.5ms sd=5.01s ipdv=501.7ms
seq=139 rtt=5.12s rd=309.5ms sd=4.81s ipdv=199.3ms
seq=140 rtt=5.06s rd=314ms sd=4.75s ipdv=60.85ms
seq=141 rtt=6s rd=200ms sd=5.8s ipdv=937.1ms
seq=142 rtt=6.74s rd=100.2ms sd=6.64s ipdv=743.6ms
seq=143 rtt=6.54s rd=100.2ms sd=6.44s ipdv=201ms
seq=144 rtt=6.41s rd=125ms sd=6.28s ipdv=133.9ms
seq=145 rtt=6.21s rd=124.9ms sd=6.08s ipdv=200.4ms
seq=146 rtt=6.01s rd=124.9ms sd=5.88s ipdv=199.3ms
seq=147 rtt=5.81s rd=124.9ms sd=5.68s ipdv=200.3ms
seq=148 rtt=5.61s rd=124.9ms sd=5.48s ipdv=200.4ms
seq=151 rtt=5.11s rd=150.8ms sd=4.96s ipdv=n/a
seq=152 rtt=5.47s rd=183.4ms sd=5.29s ipdv=362ms
seq=153 rtt=5.27s rd=183.3ms sd=5.09s ipdv=199.4ms
seq=154 rtt=5.07s rd=183.3ms sd=4.89s ipdv=200.4ms
seq=155 rtt=4.87s rd=183.3ms sd=4.69s ipdv=200.2ms
seq=156 rtt=4.67s rd=183.3ms sd=4.49s ipdv=200.4ms
seq=160 rtt=4.46s rd=118.3ms sd=4.34s ipdv=n/a
seq=161 rtt=5.45s rd=193.7ms sd=5.26s ipdv=996.3ms
seq=162 rtt=5.28s rd=152.8ms sd=5.13s ipdv=175.1ms
seq=163 rtt=5.46s rd=78.25ms sd=5.38s ipdv=183.3ms
seq=164 rtt=5.26s rd=78.24ms sd=5.18s ipdv=200.4ms
seq=165 rtt=5.22s rd=188.7ms sd=5.03s ipdv=44.55ms
seq=166 rtt=5.64s rd=260.8ms sd=5.38s ipdv=424.6ms
seq=167 rtt=5.44s rd=260.8ms sd=5.18s ipdv=200.4ms
seq=168 rtt=5.24s rd=260.8ms sd=4.98s ipdv=200.4ms
seq=169 rtt=5.1s rd=250.4ms sd=4.85s ipdv=142ms
seq=170 rtt=4.96s rd=233.5ms sd=4.72s ipdv=143.6ms
seq=171 rtt=5.24s rd=172.1ms sd=5.07s ipdv=285.1ms
seq=172 rtt=5.04s rd=172.1ms sd=4.87s ipdv=200.3ms
seq=173 rtt=5.51s rd=222.3ms sd=5.28s ipdv=467.2ms
seq=174 rtt=5.36s rd=227.9ms sd=5.13s ipdv=147ms
seq=175 rtt=8s rd=127.7ms sd=7.88s ipdv=2.64s
seq=176 rtt=7.81s rd=127.7ms sd=7.68s ipdv=199.6ms
seq=177 rtt=8.28s rd=188.9ms sd=8.09s ipdv=476.4ms
seq=178 rtt=8.08s rd=188.9ms sd=7.89s ipdv=199.3ms
seq=179 rtt=7.88s rd=188.9ms sd=7.69s ipdv=200.4ms
seq=180 rtt=7.68s rd=188.9ms sd=7.49s ipdv=200.6ms
seq=181 rtt=7.48s rd=188.9ms sd=7.29s ipdv=199.4ms
seq=190 rtt=5.81s rd=240.7ms sd=5.57s ipdv=n/a
seq=191 rtt=5.61s rd=240.7ms sd=5.37s ipdv=199.3ms
seq=192 rtt=5.72s rd=89.38ms sd=5.63s ipdv=108.9ms
seq=193 rtt=5.52s rd=89.36ms sd=5.43s ipdv=200.4ms
seq=194 rtt=5.46s rd=190.1ms sd=5.27s ipdv=54.35ms
seq=195 rtt=5.26s rd=190.2ms sd=5.07s ipdv=200.1ms
seq=196 rtt=5.72s rd=237ms sd=5.49s ipdv=460.6ms
seq=197 rtt=5.52s rd=237ms sd=5.29s ipdv=200.4ms
seq=198 rtt=10s rd=119.5ms sd=9.89s ipdv=4.49s
seq=199 rtt=9.81s rd=119.5ms sd=9.69s ipdv=200.4ms
seq=200 rtt=9.61s rd=119.5ms sd=9.49s ipdv=200.4ms
seq=201 rtt=9.41s rd=119.5ms sd=9.29s ipdv=200.1ms
