minute,x2ap,s1ap,rrc
0,9,6,21
1,6,4,14
2,6,4,14
3,6,4,14
4,6,4,14
5,0,0,0
6,0,0,0
7,9,6,21
8,3,2,7
9,3,2,7
10,3,2,7
11,6,4,14
12,6,4,14
13,0,0,0
14,6,4,14
